Rooms,Price,Area,Location,Price_m2
1,345000,84.2,Ilha da Madeira,4097.39
2,280000,88.0,Porto,3181.82
3,595000,106.61,Setúbal,5581.09
3,315000,131.0,Viana do Castelo,2404.58
2,300000,92.6,Aveiro,3239.74
3,210000,104.0,Porto,2019.23
3,577700,146.0,Faro,3956.85
3,249000,120.0,Porto,2075.0
3,577000,146.0,Faro,3952.05
3,209500,104.0,Lisboa,2014.42
2,345000,111.0,Porto,3108.11
3,820000,182.59,Porto,4490.94
2,565000,91.0,Faro,6208.79
2,190000,103.4,Castelo Branco,1837.52
2,780000,115.95,Lisboa,6727.04
1,540000,66.73,Faro,8092.31
3,252000,181.95,Braga,1385.0
2,455800,100.25,Faro,4546.63
3,225000,80.0,Lisboa,2812.5
2,239000,84.0,Porto,2845.24
3,545000,132.7,Lisboa,4107.01
1,490000,56.0,Lisboa,8750.0
2,170000,87.0,Braga,1954.02
1,275000,63.14,Porto,4355.4
2,310900,96.0,Porto,3238.54
1,235000,65.0,Porto,3615.38
2,300000,78.0,Braga,3846.15
2,365000,113.0,Porto,3230.09
3,435000,132.5,Lisboa,3283.02
3,165000,80.5,Porto,2049.69
2,352305,78.29,Porto,4500.0
2,350000,81.6,Faro,4289.22
3,370000,166.0,Lisboa,2228.92
3,2500000,233.2,Lisboa,10720.41
1,225000,59.0,Porto,3813.56
2,695000,133.0,Ilha da Madeira,5225.56
3,284780,87.05,Porto,3271.45
4,310000,125.0,Lisboa,2480.0
3,280000,113.0,Aveiro,2477.88
4,880000,172.91,Porto,5089.35
1,193000,67.59,Viana do Castelo,2855.45
2,285600,103.4,Porto,2762.09
3,265000,81.0,Porto,3271.6
2,165000,74.5,Vila Real,2214.77
1,134900,43.0,Aveiro,3137.21
3,395000,168.0,Ilha de São Miguel,2351.19
3,331000,137.0,Porto,2416.06
3,1025000,188.06,Lisboa,5450.39
2,374730,79.3,Porto,4725.47
1,190000,49.12,Porto,3868.08
3,690000,114.0,Porto,6052.63
4,249000,156.0,Porto,1596.15
2,390200,96.54,Porto,4041.85
3,380000,131.05,Setúbal,2899.66
3,1300000,120.0,Lisboa,10833.33
2,300000,122.0,Porto,2459.02
3,179990,110.6,Braga,1627.4
2,244500,90.0,Braga,2716.67
1,189900,47.3,Porto,4014.8
1,580000,79.0,Faro,7341.77
3,170000,62.4,Faro,2724.36
2,325000,113.0,Lisboa,2876.11
4,540000,213.6,Faro,2528.09
3,245000,99.0,Lisboa,2474.75
2,159500,73.0,Faro,2184.93
2,239500,74.0,Leiria,3236.49
1,230000,61.0,Viseu,3770.49
1,410000,70.0,Lisboa,5857.14
2,299900,51.0,Lisboa,5880.39
2,297900,88.5,Porto,3366.1
3,485000,98.35,Porto,4931.37
4,2125000,286.95,Lisboa,7405.47
4,397500,164.15,Lisboa,2421.57
3,264000,117.0,Viana do Castelo,2256.41
4,550000,150.0,Porto,3666.67
4,435000,213.0,Porto,2042.25
4,520000,193.0,Lisboa,2694.3
2,175000,91.0,Lisboa,1923.08
3,498000,95.0,Lisboa,5242.11
3,485000,98.0,Porto,4948.98
4,385000,159.2,Porto,2418.34
2,795000,92.0,Lisboa,8641.3
3,499000,124.0,Lisboa,4024.19
3,260000,119.0,Lisboa,2184.87
1,255000,40.0,Lisboa,6375.0
2,475000,90.93,Lisboa,5223.8
4,420000,153.0,Porto,2745.1
1,229000,59.0,Setúbal,3881.36
1,271000,85.0,Setúbal,3188.24
3,530450,136.0,Porto,3900.37
2,262500,76.0,Porto,3453.95
2,880000,115.95,Lisboa,7589.48
0,162000,44.0,Porto,3681.82
2,295000,84.0,Lisboa,3511.9
2,169200,86.0,Aveiro,1967.44
3,199000,84.0,Setúbal,2369.05
2,245520,67.32,Aveiro,3647.06
4,1080000,185.0,Lisboa,5837.84
2,780000,144.01,Porto,5416.29
2,285000,70.0,Ilha da Madeira,4071.43
4,2600000,271.0,Lisboa,9594.1
3,205000,109.0,Porto,1880.73
3,450000,128.0,Porto,3515.62
3,280000,126.0,Porto,2222.22
3,280000,102.0,Faro,2745.1
2,190000,93.0,Coimbra,2043.01
2,350000,130.2,Porto,2688.17
3,985000,133.0,Lisboa,7406.02
4,440000,135.0,Porto,3259.26
3,250000,126.0,Coimbra,1984.13
3,239000,107.0,Faro,2233.64
3,335000,142.45,Aveiro,2351.7
3,480000,135.0,Porto,3555.56
3,299500,118.0,Coimbra,2538.14
3,169000,102.0,Leiria,1656.86
4,102500,126.0,Coimbra,813.49
1,399000,49.0,Lisboa,8142.86
2,220000,105.0,Porto,2095.24
2,521856,109.0,Porto,4787.67
2,255000,306.0,Braga,833.33
2,649000,104.0,Lisboa,6240.38
2,219900,85.0,Porto,2587.06
0,335000,42.0,Porto,7976.19
3,440000,87.1,Faro,5051.66
3,270000,100.0,Leiria,2700.0
3,670000,150.0,Lisboa,4466.67
3,165000,115.0,Braga,1434.78
3,809000,154.0,Porto,5253.25
3,515000,117.0,Setúbal,4401.71
2,289900,86.0,Porto,3370.93
3,295000,138.0,Porto,2137.68
1,310000,65.0,Lisboa,4769.23
3,403000,115.81,Porto,3479.84
1,530000,80.0,Faro,6625.0
4,990000,289.0,Porto,3425.61
3,229000,106.0,Setúbal,2160.38
3,690692,167.0,Porto,4135.88
1,325000,121.76,Faro,2669.19
3,270500,142.0,Castelo Branco,1904.93
4,780000,183.45,Porto,4251.84
1,195300,63.6,Porto,3070.75
3,300000,102.0,Lisboa,2941.18
3,290000,160.0,Santarém,1812.5
3,349000,95.0,Lisboa,3673.68
3,1690000,287.8,Lisboa,5872.13
2,670000,86.42,Porto,7752.83
3,576030,120.54,Porto,4778.75
2,266000,95.73,Ilha da Madeira,2778.65
3,235000,117.0,Porto,2008.55
2,568900,224.08,Faro,2538.83
3,450000,70.0,Setúbal,6428.57
1,560000,60.15,Lisboa,9310.06
4,550000,222.7,Porto,2469.69
3,160000,122.0,Lisboa,1311.48
3,750000,157.3,Porto,4767.96
4,285000,172.0,Porto,1656.98
3,260000,123.3,Aveiro,2108.68
1,297500,60.0,Faro,4958.33
2,279000,97.1,Aveiro,2873.33
3,395000,111.0,Porto,3558.56
2,297500,64.23,Lisboa,4631.79
2,495000,60.0,Lisboa,8250.0
3,185000,87.0,Lisboa,2126.44
3,280000,79.0,Aveiro,3544.3
1,550000,56.0,Lisboa,9821.43
1,329900,48.0,Lisboa,6872.92
3,970000,171.0,Lisboa,5672.51
3,185000,90.0,Setúbal,2055.56
1,565000,78.81,Lisboa,7169.14
3,840000,169.83,Porto,4946.12
3,297000,98.0,Braga,3030.61
2,255000,113.0,Porto,2256.64
3,265000,113.0,Porto,2345.13
2,470000,114.84,Porto,4092.65
2,735000,121.75,Lisboa,6036.96
3,350000,130.0,Braga,2692.31
3,624500,106.0,Aveiro,5891.51
2,157000,59.0,Porto,2661.02
0,230000,49.0,Porto,4693.88
2,725000,179.7,Setúbal,4034.5
2,915000,92.0,Lisboa,9945.65
1,310000,61.6,Ilha da Madeira,5032.47
3,750000,114.8,Porto,6533.1
3,360000,145.0,Porto,2482.76
2,180000,90.0,Lisboa,2000.0
3,630000,134.7,Lisboa,4677.06
3,3770646,222.4,Lisboa,16954.34
2,663000,98.74,Lisboa,6714.6
2,165000,100.75,Aveiro,1637.72
3,205000,108.0,Setúbal,1898.15
1,185000,52.0,Porto,3557.69
3,507688,109.0,Porto,4657.69
2,255000,76.0,Porto,3355.26
5,1090000,218.0,Lisboa,5000.0
3,170500,110.0,Setúbal,1550.0
2,285000,65.0,Lisboa,4384.62
2,182500,88.0,Porto,2073.86
2,345000,77.0,Porto,4480.52
2,299500,83.7,Porto,3578.26
2,465500,115.01,Porto,4047.47
4,910000,158.8,Porto,5730.48
3,255000,97.22,Faro,2622.92
3,300000,117.0,Porto,2564.1
0,420800,46.0,Setúbal,9147.83
4,1650000,265.11,Porto,6223.83
3,305000,174.0,Santarém,1752.87
1,255000,63.75,Porto,4000.0
3,703000,136.0,Ilha da Madeira,5169.12
2,530000,102.0,Lisboa,5196.08
3,255000,125.0,Braga,2040.0
3,497000,132.45,Coimbra,3752.36
3,1625000,181.0,Porto,8977.9
3,842000,150.0,Porto,5613.33
2,210000,82.0,Viana do Castelo,2560.98
2,200000,89.0,Aveiro,2247.19
2,588000,110.03,Porto,5344.0
2,224000,93.86,Lisboa,2386.53
2,1250000,181.0,Faro,6906.08
2,256000,96.0,Ilha da Madeira,2666.67
3,120000,98.0,Leiria,1224.49
2,840000,115.85,Lisboa,7250.76
3,383000,122.5,Faro,3126.53
2,670000,86.0,Porto,7790.7
3,529000,253.14,Leiria,2089.75
4,330000,109.0,Porto,3027.52
2,370000,110.0,Porto,3363.64
0,325000,42.0,Porto,7738.1
2,324131,119.5,Faro,2712.39
2,201000,75.0,Porto,2680.0
2,310000,77.0,Porto,4025.97
2,595000,135.0,Lisboa,4407.41
2,645000,155.0,Viana do Castelo,4161.29
4,255000,72.0,Lisboa,3541.67
3,239000,100.0,Porto,2390.0
3,265000,66.0,Porto,4015.15
2,815000,147.87,Lisboa,5511.6
3,260000,171.0,Viana do Castelo,1520.47
2,265000,78.0,Porto,3397.44
4,1190000,210.0,Lisboa,5666.67
3,320000,103.0,Porto,3106.8
2,360000,83.0,Lisboa,4337.35
3,375000,124.0,Setúbal,3024.19
3,380000,150.0,Setúbal,2533.33
2,285900,86.0,Porto,3324.42
2,637000,115.0,Porto,5539.13
2,485000,61.25,Lisboa,7918.37
3,369000,158.0,Braga,2335.44
2,315000,125.28,Faro,2514.37
4,249000,155.0,Lisboa,1606.45
3,239000,109.0,Setúbal,2192.66
2,199000,193.0,Leiria,1031.09
2,795000,103.0,Lisboa,7718.45
4,173000,114.7,Santarém,1508.28
2,162500,66.78,Porto,2433.36
3,535000,127.8,Porto,4186.23
2,340000,307.0,Aveiro,1107.49
1,270000,40.85,Porto,6609.55
2,190000,100.0,Porto,1900.0
2,285000,57.0,Lisboa,5000.0
2,745000,110.0,Lisboa,6772.73
3,805000,136.8,Porto,5884.5
3,300000,115.0,Braga,2608.7
2,480000,131.0,Lisboa,3664.12
3,695000,136.8,Porto,5080.41
3,259500,74.0,Porto,3506.76
2,198000,88.0,Porto,2250.0
0,150000,36.0,Porto,4166.67
2,278720,103.0,Faro,2706.02
1,565000,147.4,Setúbal,3833.11
3,450000,145.3,Setúbal,3097.04
3,480000,140.0,Coimbra,3428.57
3,360000,91.0,Faro,3956.04
2,350000,116.0,Faro,3017.24
3,406095,139.11,Porto,2919.24
1,467000,48.0,Lisboa,9729.17
3,300000,110.92,Porto,2704.65
2,550000,79.0,Lisboa,6962.03
2,320000,88.0,Porto,3636.36
2,360000,132.5,Leiria,2716.98
2,157000,60.0,Setúbal,2616.67
2,545000,102.88,Lisboa,5297.43
3,800000,152.3,Lisboa,5252.79
3,237500,90.0,Braga,2638.89
2,305000,102.0,Porto,2990.2
2,200000,99.8,Aveiro,2004.01
3,450000,149.1,Faro,3018.11
3,327500,77.0,Setúbal,4253.25
2,374700,94.35,Porto,3971.38
3,745000,126.0,Lisboa,5912.7
2,514000,97.0,Porto,5298.97
2,684000,130.0,Lisboa,5261.54
3,1190000,145.68,Faro,8168.59
2,329000,59.0,Faro,5576.27
2,425560,106.39,Braga,4000.0
2,521856,109.0,Porto,4787.67
2,185000,81.0,Setúbal,2283.95
2,735000,127.37,Faro,5770.59
2,915000,116.0,Lisboa,7887.93
2,377000,86.0,Faro,4383.72
2,260000,78.0,Porto,3333.33
0,300000,33.34,Lisboa,8998.2
2,685000,113.0,Lisboa,6061.95
4,550000,185.0,Porto,2972.97
3,299000,103.0,Setúbal,2902.91
3,290900,114.7,Porto,2536.18
2,1125000,109.73,Lisboa,10252.44
3,356000,116.0,Porto,3068.97
2,205000,75.9,Apartamento para comprar: Castelo Branco,2700.92
4,450000,180.3,Porto,2495.84
3,265000,100.0,Porto,2650.0
2,160000,78.0,Lisboa,2051.28
3,750000,119.18,Lisboa,6293.0
2,365000,140.94,Viseu,2589.75
2,290000,115.2,Braga,2517.36
2,195000,77.0,Lisboa,2532.47
2,275000,100.0,Braga,2750.0
2,375000,106.0,Porto,3537.74
2,1275000,123.63,Faro,10313.03
2,985000,116.0,Lisboa,8491.38
3,581000,185.0,Faro,3140.54
1,390000,63.0,Ilha da Madeira,6190.48
3,700000,154.5,Porto,4530.74
4,650000,196.0,Faro,3316.33
2,195000,68.0,Porto,2867.65
2,630000,68.0,Lisboa,9264.71
3,430000,117.21,Porto,3668.63
2,70000,72.0,Santarém,972.22
3,1090000,150.0,Porto,7266.67
2,130000,64.0,Santarém,2031.25
3,535000,83.0,Lisboa,6445.78
3,340000,106.0,Faro,3207.55
2,440000,109.0,Porto,4036.7
3,450000,160.0,Porto,2812.5
1,245000,58.0,Setúbal,4224.14
2,425000,99.13,Setúbal,4287.3
3,750000,124.0,Lisboa,6048.39
2,510000,78.0,Faro,6538.46
1,230000,38.25,Faro,6013.07
3,630000,130.81,Faro,4816.15
3,950000,185.1,Aveiro,5132.36
3,195000,136.67,Santarém,1426.79
2,244000,87.0,Setúbal,2804.6
2,599000,118.36,Lisboa,5060.83
4,550000,135.0,Lisboa,4074.07
2,285000,88.0,Faro,3238.64
3,506280,135.36,Aveiro,3740.25
3,249000,85.0,Porto,2929.41
2,465000,108.0,Porto,4305.56
1,265200,66.0,Porto,4018.18
1,279900,34.0,Lisboa,8232.35
2,200000,78.3,Porto,2554.28
2,172000,94.45,Coimbra,1821.07
3,428000,125.65,Setúbal,3406.29
1,220000,56.0,Aveiro,3928.57
1,217845,48.41,Porto,4500.0
2,225000,83.7,Faro,2688.17
1,279500,51.0,Aveiro,5480.39
2,187500,62.0,Ilha das Flores,3024.19
2,380000,84.0,Lisboa,4523.81
2,680000,109.0,Lisboa,6238.53
4,1400000,164.0,Porto,8536.59
1,200000,57.67,Braga,3468.01
3,299000,102.0,Lisboa,2931.37
2,260000,79.17,Faro,3284.07
3,915000,158.91,Porto,5757.98
3,530000,128.0,Porto,4140.62
1,480000,51.0,Lisboa,9411.76
3,450000,136.0,Porto,3308.82
2,330000,134.0,Porto,2462.69
2,199900,80.0,Porto,2498.75
4,1025330,235.0,Porto,4363.11
3,535000,132.7,Lisboa,4031.65
2,815000,147.87,Lisboa,5511.6
3,163000,90.0,Leiria,1811.11
3,300000,85.0,Leiria,3529.41
2,325000,103.0,Porto,3155.34
2,368369,80.0,Porto,4604.61
3,199000,77.1,Porto,2581.06
2,310000,81.8,Aveiro,3789.73
1,190000,75.0,Ilha da Madeira,2533.33
2,915000,94.0,Lisboa,9734.04
3,430000,121.0,Setúbal,3553.72
2,317500,105.0,Faro,3023.81
2,149900,95.0,Porto,1577.89
1,135000,45.0,Porto,3000.0
4,387500,135.0,Porto,2870.37
3,639000,92.0,Lisboa,6945.65
3,475120,130.81,Aveiro,3632.14
1,550000,48.0,Lisboa,11458.33
2,214000,116.0,Porto,1844.83
2,395000,105.0,Lisboa,3761.9
1,420000,102.0,Porto,4117.65
4,350000,175.0,Porto,2000.0
3,785000,100.0,Lisboa,7850.0
3,775000,135.0,Lisboa,5740.74
2,363300,85.03,Porto,4272.61
3,545000,128.7,Porto,4234.65
1,189000,60.9,Porto,3103.45
2,370000,110.0,Porto,3363.64
3,320000,117.0,Faro,2735.04
2,255000,92.0,Porto,2771.74
3,645000,172.0,Porto,3750.0
6,340000,150.0,Coimbra,2266.67
1,160000,43.0,Porto,3720.93
1,147500,51.0,Leiria,2892.16
4,195000,140.0,Coimbra,1392.86
2,289900,83.0,Porto,3492.77
2,475000,112.0,Porto,4241.07
2,270000,103.0,Setúbal,2621.36
2,798000,131.0,Setúbal,6091.6
3,265000,100.35,Apartamento para comprar: Castelo Branco,2640.76
2,455800,100.0,Faro,4558.0
3,895000,142.0,Lisboa,6302.82
4,320000,147.0,Braga,2176.87
1,305000,58.07,Faro,5252.28
2,375000,74.0,Faro,5067.57
3,995000,165.55,Lisboa,6010.27
4,725000,189.0,Porto,3835.98
3,375000,125.0,Setúbal,3000.0
2,485000,141.0,Ilha da Madeira,3439.72
3,715000,137.0,Porto,5218.98
2,899000,115.0,Lisboa,7817.39
1,199500,54.67,Porto,3649.17
2,280000,77.55,Faro,3610.57
1,275000,72.0,Viana do Castelo,3819.44
2,222500,65.0,Lisboa,3423.08
1,300000,61.6,Ilha da Madeira,4870.13
3,630000,137.0,Lisboa,4598.54
3,787000,120.0,Lisboa,6558.33
2,155900,120.0,Braga,1299.17
2,1150000,79.0,Lisboa,14556.96
3,295000,122.0,Lisboa,2418.03
1,565000,53.0,Lisboa,10660.38
2,358000,88.0,Setúbal,4068.18
2,890000,95.0,Faro,9368.42
4,295000,151.0,Lisboa,1953.64
3,285000,142.0,Leiria,2007.04
1,165000,47.94,Aveiro,3441.8
3,1200000,185.5,Lisboa,6469.0
4,650000,234.03,Setúbal,2777.42
4,560000,213.6,Faro,2621.72
3,370000,123.38,Setúbal,2998.87
3,340000,94.0,Porto,3617.02
3,395000,123.0,Porto,3211.38
3,388000,126.19,Lisboa,3074.73
3,350000,100.0,Lisboa,3500.0
3,1160000,175.0,Lisboa,6628.57
3,700000,118.49,Aveiro,5907.67
3,590535,120.0,Porto,4921.12
2,460000,87.6,Porto,5251.14
2,219900,110.0,Porto,1999.09
3,155000,125.0,Santarém,1240.0
2,299000,92.0,Leiria,3250.0
2,334000,76.73,Setúbal,4352.93
2,249000,72.0,Leiria,3458.33
3,840000,160.06,Lisboa,5248.03
4,220000,128.5,Braga,1712.06
2,430000,108.17,Ilha da Madeira,3975.22
2,289900,86.0,Porto,3370.93
1,120000,45.0,Porto,2666.67
3,1190000,123.21,Lisboa,9658.31
3,1104960,143.18,Lisboa,7717.28
3,410000,120.0,Lisboa,3416.67
2,470000,110.0,Lisboa,4272.73
2,520000,98.0,Faro,5306.12
2,369900,60.0,Lisboa,6165.0
2,685000,132.3,Faro,5177.63
2,375000,110.0,Faro,3409.09
2,349900,95.9,Porto,3648.59
4,900000,158.8,Porto,5667.51
1,360000,66.0,Porto,5454.55
3,850000,150.0,Faro,5666.67
3,369000,87.0,Lisboa,4241.38
3,450000,167.0,Porto,2694.61
1,523000,48.0,Lisboa,10895.83
2,230000,70.0,Lisboa,3285.71
3,567500,138.0,Porto,4112.32
3,300000,117.0,Braga,2564.1
1,130000,87.0,Braga,1494.25
3,870000,165.0,Porto,5272.73
4,480000,149.3,Setúbal,3215.0
4,650000,182.9,Lisboa,3553.85
3,472500,133.85,Viana do Castelo,3530.07
3,395000,144.8,Aveiro,2727.9
3,2500000,228.9,Lisboa,10921.8
3,330000,128.5,Braga,2568.09
3,216000,101.18,Aveiro,2134.81
4,1275000,259.0,Lisboa,4922.78
3,245000,132.0,Porto,1856.06
3,237500,123.0,Coimbra,1930.89
2,235000,92.0,Leiria,2554.35
2,720000,122.8,Lisboa,5863.19
3,980000,160.0,Lisboa,6125.0
4,439000,174.0,Setúbal,2522.99
2,165000,112.0,Porto,1473.21
2,505000,113.49,Ilha da Madeira,4449.73
2,1196000,122.0,Lisboa,9803.28
2,350000,98.0,Porto,3571.43
4,407000,165.0,Faro,2466.67
3,270000,99.2,Leiria,2721.77
1,215000,58.0,Braga,3706.9
2,400000,107.8,Lisboa,3710.58
3,480000,140.1,Lisboa,3426.12
2,370000,104.0,Faro,3557.69
2,235000,94.0,Leiria,2500.0
3,645000,142.2,Porto,4535.86
3,1800000,135.0,Lisboa,13333.33
4,400000,136.0,Porto,2941.18
2,368369,95.0,Porto,3877.57
1,295000,63.0,Lisboa,4682.54
2,370000,110.0,Porto,3363.64
4,345000,188.0,Braga,1835.11
3,270000,99.2,Leiria,2721.77
1,130000,42.0,Setúbal,3095.24
1,399000,49.0,Lisboa,8142.86
2,745000,127.37,Faro,5849.1
3,392500,118.0,Lisboa,3326.27
2,400000,96.0,Porto,4166.67
1,372000,75.0,Porto,4960.0
4,487500,149.3,Setúbal,3265.24
3,219000,96.0,Setúbal,2281.25
3,262500,96.15,Porto,2730.11
2,191849,78.0,Porto,2459.6
2,247000,123.0,Porto,2008.13
3,725000,156.0,Lisboa,4647.44
3,575000,122.0,Lisboa,4713.11
0,249000,45.0,Faro,5533.33
3,325000,105.0,Aveiro,3095.24
1,278807,59.9,Porto,4654.54
4,1350000,195.0,Lisboa,6923.08
2,320000,90.0,Braga,3555.56
3,365000,125.0,Setúbal,2920.0
4,548280,95.75,Aveiro,5726.16
2,896500,102.0,Lisboa,8789.22
3,350000,128.0,Braga,2734.38
2,210000,91.0,Santarém,2307.69
4,460000,150.0,Lisboa,3066.67
4,450356940,230.76,Lisboa,1951624.8
3,155000,97.0,Porto,1597.94
2,239080,69.71,Porto,3429.64
3,325000,78.0,Porto,4166.67
2,305000,51.6,Porto,5910.85
1,589500,66.04,Lisboa,8926.41
2,162000,67.6,Porto,2396.45
3,376000,115.0,Porto,3269.57
2,350000,119.0,Porto,2941.18
2,189000,108.0,Porto,1750.0
2,175000,68.6,Lisboa,2551.02
3,581630,180.0,Porto,3231.28
2,340000,55.0,Lisboa,6181.82
1,285000,67.9,Faro,4197.35
4,1960000,189.0,Lisboa,10370.37
3,550000,163.6,Faro,3361.86
4,674000,150.0,Porto,4493.33
2,266000,88.4,Ilha da Madeira,3009.05
2,410000,81.0,Lisboa,5061.73
2,860000,134.0,Faro,6417.91
3,310000,107.0,Faro,2897.2
3,465000,99.0,Porto,4696.97
2,245500,74.8,Faro,3282.09
4,700000,197.9,Faro,3537.14
2,137000,74.0,Setúbal,1851.35
2,259900,88.5,Porto,2936.72
5,1150000,230.0,Lisboa,5000.0
1,165000,44.57,Castelo Branco,3702.04
2,616000,128.0,Ilha da Madeira,4812.5
2,375000,117.0,Porto,3205.13
1,550000,84.0,Lisboa,6547.62
4,1665000,250.13,Faro,6656.54
3,567500,139.0,Porto,4082.73
1,255000,66.9,Faro,3811.66
2,890000,111.43,Faro,7987.08
3,248000,133.0,Braga,1864.66
1,155000,40.0,Porto,3875.0
3,250000,130.0,Braga,1923.08
1,188990,59.0,Aveiro,3203.22
4,260000,104.0,Faro,2500.0
1,330000,35.0,Lisboa,9428.57
2,475000,112.0,Porto,4241.07
1,210000,56.0,Porto,3750.0
3,249000,160.0,Porto,1556.25
3,890000,158.0,Faro,5632.91
2,411645,84.45,Porto,4874.42
2,159900,70.0,Braga,2284.29
1,190000,60.0,Porto,3166.67
2,298000,56.7,Setúbal,5255.73
2,257000,87.0,Ilha da Madeira,2954.02
4,1375000,183.51,Lisboa,7492.78
3,410000,114.0,Lisboa,3596.49
3,649500,122.0,Lisboa,5323.77
2,517000,92.0,Lisboa,5619.57
5,450000,245.0,Porto,1836.73
2,378000,80.0,Leiria,4725.0
2,420000,101.23,Faro,4148.97
2,263250,62.0,Setúbal,4245.97
3,388000,144.5,Porto,2685.12
1,524000,79.54,Porto,6587.88
3,990000,149.34,Lisboa,6629.17
1,225000,61.0,Viseu,3688.52
4,395000,160.0,Porto,2468.75
2,358000,88.0,Setúbal,4068.18
3,1017000,136.0,Porto,7477.94
3,640000,212.0,Lisboa,3018.87
3,299000,95.0,Braga,3147.37
2,370000,188.55,Faro,1962.34
2,339500,126.0,Lisboa,2694.44
2,285000,78.0,Faro,3653.85
3,490000,119.08,Lisboa,4114.88
1,395000,57.0,Lisboa,6929.82
2,435000,112.9,Lisboa,3852.97
3,308000,160.0,Braga,1925.0
2,335000,113.0,Porto,2964.6
1,206000,55.0,Braga,3745.45
2,259000,106.0,Setúbal,2443.4
2,200000,70.0,Lisboa,2857.14
5,1220000,190.68,Porto,6398.15
3,575000,123.0,Faro,4674.8
4,249000,112.0,Faro,2223.21
1,110000,32.0,Coimbra,3437.5
3,490700,123.04,Porto,3988.13
3,360000,137.0,Setúbal,2627.74
1,199000,37.44,Setúbal,5315.17
1,290000,54.0,Lisboa,5370.37
0,169000,39.0,Porto,4333.33
3,225000,140.0,Viana do Castelo,1607.14
2,325000,94.0,Faro,3457.45
3,199500,165.17,Coimbra,1207.85
2,315000,97.0,Braga,3247.42
3,915000,158.0,Porto,5791.14
3,650000,154.0,Porto,4220.78
2,430000,121.0,Porto,3553.72
2,572090,116.0,Faro,4931.81
3,1200000,341.0,Lisboa,3519.06
2,635000,135.7,Lisboa,4679.44
2,365650,117.0,Porto,3125.21
3,260000,87.0,Aveiro,2988.51
1,425000,80.0,Ilha da Madeira,5312.5
2,370000,90.0,Setúbal,4111.11
1,225000,76.0,Porto,2960.53
4,595000,117.1,Aveiro,5081.13
2,270000,105.0,Viana do Castelo,2571.43
2,305000,83.0,Aveiro,3674.7
3,460000,137.0,Porto,3357.66
2,568000,108.85,Porto,5218.19
2,180000,75.0,Lisboa,2400.0
1,226800,45.0,Porto,5040.0
2,188000,56.0,Lisboa,3357.14
1,150000,63.0,Coimbra,2380.95
2,340000,110.0,Ilha da Madeira,3090.91
2,606267,93.0,Lisboa,6519.0
2,232500,99.85,Porto,2328.49
3,481100,99.0,Porto,4859.6
0,199000,29.0,Porto,6862.07
4,350000,129.0,Santarém,2713.18
2,164000,96.0,Porto,1708.33
1,560000,58.0,Lisboa,9655.17
2,235000,102.0,Lisboa,2303.92
2,330000,79.15,Faro,4169.3
1,198000,93.0,Leiria,2129.03
3,305000,163.0,Santarém,1871.17
3,425000,153.0,Porto,2777.78
2,189000,102.88,Braga,1837.09
2,345000,113.25,Aveiro,3046.36
2,785000,100.0,Lisboa,7850.0
3,180000,106.0,Aveiro,1698.11
2,495550,131.34,Braga,3773.03
2,287000,93.5,Faro,3069.52
1,157500,61.0,Viana do Castelo,2581.97
2,318000,92.01,Porto,3456.15
2,408000,96.6,Faro,4223.6
1,320000,57.0,Porto,5614.04
4,385000,135.0,Porto,2851.85
2,1200000,191.75,Lisboa,6258.15
4,1800000,318.0,Porto,5660.38
3,197000,117.0,Braga,1683.76
1,340000,89.3,Porto,3807.39
1,550000,81.6,Lisboa,6740.2
2,220000,85.0,Braga,2588.24
3,300000,106.62,Setúbal,2813.73
3,330000,155.0,Porto,2129.03
2,350000,114.0,Viana do Castelo,3070.18
2,189000,100.0,Porto,1890.0
2,172500,55.0,Lisboa,3136.36
1,285000,62.0,Lisboa,4596.77
3,435000,121.0,Lisboa,3595.04
3,85000,85.0,Bragança,1000.0
2,777000,95.0,Lisboa,8178.95
2,470000,129.0,Ilha da Madeira,3643.41
3,315000,121.0,Lisboa,2603.31
5,576000,231.7,Porto,2485.97
3,1050000,182.7,Lisboa,5747.13
2,350000,101.0,Porto,3465.35
1,345000,91.0,Faro,3791.21
2,349900,81.0,Porto,4319.75
4,175000,84.0,Setúbal,2083.33
3,320000,138.0,Porto,2318.84
1,315000,40.0,Lisboa,7875.0
2,445000,65.0,Lisboa,6846.15
2,200000,94.0,Santarém,2127.66
4,330000,128.0,Faro,2578.12
3,294500,120.0,Aveiro,2454.17
2,470000,85.0,Faro,5529.41
3,445000,78.0,Lisboa,5705.13
2,405000,107.8,Lisboa,3756.96
1,510000,110.0,Lisboa,4636.36
2,675000,83.01,Faro,8131.55
4,749900,120.0,Lisboa,6249.17
2,1200000,133.61,Lisboa,8981.36
3,365000,130.0,Porto,2807.69
3,196000,71.0,Setúbal,2760.56
4,335000,176.0,Coimbra,1903.41
1,187000,59.0,Porto,3169.49
3,380000,115.57,Setúbal,3288.05
3,366520,132.0,Faro,2776.67
2,165000,80.0,Lisboa,2062.5
3,750000,166.55,Faro,4503.15
3,350000,120.0,Braga,2916.67
3,431985,87.55,Aveiro,4934.15
1,295900,51.49,Lisboa,5746.75
3,380000,112.47,Setúbal,3378.68
2,187500,62.0,Setúbal,3024.19
3,480000,158.0,Porto,3037.97
3,1100000,203.0,Porto,5418.72
3,425000,155.0,Lisboa,2741.94
3,585000,160.0,Porto,3656.25
2,165000,106.0,Braga,1556.6
3,332500,114.75,Faro,2897.6
