,Rooms,Price,Area,Location,Price_m2
947,2,315000,101.5,Lisboa,3103.45
9598,2,760000,114.2,Lisboa,6654.99
7154,3,255000,130.0,Braga,1961.54
2441,1,152500,60.0,Porto,2541.67
7601,1,235000,66.36,Aveiro,3541.29
4315,0,230000,32.0,Porto,7187.5
2045,2,150000,105.0,Coimbra,1428.57
15111,2,546000,94.0,Lisboa,5808.51
3969,3,660000,154.5,Porto,4271.84
9743,2,190000,100.75,Aveiro,1885.86
14280,3,550000,154.0,Porto,3571.43
6587,2,495000,60.0,Lisboa,8250.0
6739,1,550000,56.0,Lisboa,9821.43
15550,4,280000,97.0,Coimbra,2886.6
10245,2,330000,85.93,Lisboa,3840.34
3643,2,197500,80.0,Setúbal,2468.75
1147,2,275000,70.0,Lisboa,3928.57
9525,3,789000,104.0,Lisboa,7586.54
7530,3,116700,109.0,Santarém,1070.64
1008,3,307000,135.0,Lisboa,2274.07
317,3,175000,115.0,Braga,1521.74
10783,2,270000,88.71,Ilha da Madeira,3043.63
8688,2,415000,102.0,Leiria,4068.63
7573,2,218900,82.6,Porto,2650.12
1903,2,229000,90.0,Porto,2544.44
12849,2,175000,106.0,Porto,1650.94
7925,3,1200000,109.0,Lisboa,11009.17
7636,3,445000,135.84,Lisboa,3275.91
6166,3,450000,125.0,Coimbra,3600.0
294,1,260000,69.0,Faro,3768.12
7737,2,527988,115.0,Porto,4591.2
7026,1,297400,60.0,Lisboa,4956.67
4682,4,1575000,165.0,Lisboa,9545.45
8393,3,465000,92.0,Porto,5054.35
8380,3,345000,138.0,Porto,2500.0
13322,2,492000,80.02,Porto,6148.46
14751,2,208000,90.0,Leiria,2311.11
8013,1,530000,56.0,Lisboa,9464.29
73,3,320000,103.0,Porto,3106.8
2318,3,1090000,120.0,Lisboa,9083.33
9128,3,4500000,350.0,Lisboa,12857.14
90,3,290900,100.0,Porto,2909.0
11163,2,215000,76.0,Faro,2828.95
13299,2,280000,83.0,Leiria,3373.49
3523,2,320000,86.0,Lisboa,3720.93
247,2,189000,107.0,Braga,1766.36
11042,3,235000,217.0,Santarém,1082.95
11779,4,850000,140.0,Lisboa,6071.43
15836,3,499900,112.1,Setúbal,4459.41
6631,1,510000,67.1,Lisboa,7600.6
5755,0,69500,31.0,Aveiro,2241.94
11139,1,246000,64.0,Porto,3843.75
5197,3,749900,110.0,Lisboa,6817.27
315,1,140000,47.0,Coimbra,2978.72
13790,3,825000,276.0,Faro,2989.13
15354,3,1170000,112.0,Lisboa,10446.43
8166,1,450000,47.0,Lisboa,9574.47
2548,3,160000,90.0,Braga,1777.78
2419,2,214000,122.55,Leiria,1746.23
9134,3,459530,160.0,Aveiro,2872.06
5847,2,650000,124.5,Setúbal,5220.88
3002,3,471000,136.0,Setúbal,3463.24
3988,2,695000,90.0,Lisboa,7722.22
830,0,230000,56.8,Porto,4049.3
6018,2,595000,102.0,Porto,5833.33
11557,1,210000,67.0,Porto,3134.33
7597,3,620000,127.85,Lisboa,4849.43
14278,1,145000,49.0,Lisboa,2959.18
14583,2,225000,103.5,Porto,2173.91
5955,4,795000,158.0,Lisboa,5031.65
3884,4,540000,154.5,Coimbra,3495.15
6276,2,429200,103.6,Porto,4142.86
10509,2,294000,100.0,Porto,2940.0
10057,4,299000,110.0,Porto,2718.18
13927,2,561000,124.0,Ilha da Madeira,4524.19
4889,2,530000,128.6,Porto,4121.31
12943,3,198000,103.0,Setúbal,1922.33
13791,2,249500,79.0,Faro,3158.23
3886,3,169000,130.0,Évora,1300.0
12982,2,215000,70.0,Lisboa,3071.43
10270,2,174900,75.0,Setúbal,2332.0
2565,3,660000,145.0,Porto,4551.72
14530,3,309750,140.0,Braga,2212.5
2018,3,2390000,234.0,Lisboa,10213.68
10690,0,169000,35.0,Porto,4828.57
2635,2,425000,87.0,Porto,4885.06
1126,1,199500,54.67,Porto,3649.17
15371,1,337500,50.0,Lisboa,6750.0
4727,3,259900,104.0,Porto,2499.04
4678,3,300000,125.0,Porto,2400.0
2201,2,157000,59.0,Porto,2661.02
7270,2,270000,68.0,Porto,3970.59
7157,3,725000,156.0,Lisboa,4647.44
7864,3,1200000,207.8,Lisboa,5774.78
7423,2,199500,100.0,Porto,1995.0
15572,1,279900,34.0,Lisboa,8232.35
11290,3,360000,130.0,Braga,2769.23
3853,2,165000,80.0,Lisboa,2062.5
9600,2,760000,123.4,Lisboa,6158.83
4941,4,1675000,112.0,Lisboa,14955.36
15099,3,465000,134.0,Porto,3470.15
2925,2,230000,102.0,Braga,2254.9
16101,1,299900,33.68,Lisboa,8904.39
3350,1,348500,75.0,Lisboa,4646.67
13493,2,170000,91.0,Setúbal,1868.13
11377,0,232445,50.0,Porto,4648.9
9961,3,590000,140.44,Porto,4201.08
7261,2,460000,89.0,Porto,5168.54
12993,4,3400000,244.05,Lisboa,13931.57
1264,4,350000,161.0,Santarém,2173.91
14470,0,217500,41.0,Porto,5304.88
3269,1,255000,79.0,Coimbra,3227.85
909,2,260000,80.0,Lisboa,3250.0
12762,3,395000,96.0,Porto,4114.58
1230,2,300000,71.0,Porto,4225.35
12443,2,484500,75.27,Lisboa,6436.83
6337,3,455000,135.0,Porto,3370.37
1418,3,621420,131.4,Porto,4729.22
14058,3,245000,120.0,Braga,2041.67
15610,4,259000,106.0,Porto,2443.4
15750,2,455000,130.05,Lisboa,3498.65
6538,1,138900,62.4,Porto,2225.96
1685,1,139000,45.0,Setúbal,3088.89
6029,2,130000,52.0,Santarém,2500.0
8747,3,275000,83.0,Porto,3313.25
4044,2,495000,56.0,Lisboa,8839.29
13412,3,240000,95.0,Porto,2526.32
3711,1,195000,46.0,Porto,4239.13
11215,2,284500,78.0,Porto,3647.44
3274,2,115000,69.75,Setúbal,1648.75
14809,0,370000,75.0,Porto,4933.33
2469,1,179900,61.0,Lisboa,2949.18
2640,1,179500,66.5,Setúbal,2699.25
5934,3,640000,155.0,Porto,4129.03
4049,2,455800,101.0,Faro,4512.87
717,1,160000,72.0,Lisboa,2222.22
7645,3,220000,132.0,Faro,1666.67
3611,3,255000,118.0,Faro,2161.02
4886,1,330000,62.0,Faro,5322.58
10043,3,1120000,116.82,Lisboa,9587.4
11794,3,264000,117.0,Viana do Castelo,2256.41
8225,4,595000,117.0,Aveiro,5085.47
15754,3,390000,115.0,Aveiro,3391.3
12867,1,206000,55.48,Braga,3713.05
15291,1,197500,60.0,Porto,3291.67
4533,1,199000,70.0,Faro,2842.86
5490,2,290000,70.0,Faro,4142.86
5662,1,329900,40.0,Lisboa,8247.5
12140,2,152000,90.0,Santarém,1688.89
9823,3,350000,120.0,Braga,2916.67
9590,1,530000,73.3,Lisboa,7230.56
9100,3,365000,121.0,Setúbal,3016.53
4185,2,269900,125.0,Lisboa,2159.2
12556,3,490000,151.0,Porto,3245.03
2553,2,460000,89.0,Porto,5168.54
9987,4,950000,158.99,Porto,5975.22
666,3,583000,146.12,Faro,3989.87
9081,3,395000,123.38,Setúbal,3201.49
70,3,235000,141.0,Aveiro,1666.67
12660,3,285000,113.0,Porto,2522.12
4549,3,158500,104.0,Braga,1524.04
15266,3,690692,144.0,Porto,4796.47
7441,3,180000,95.0,Setúbal,1894.74
15736,5,1100000,234.0,Lisboa,4700.85
14956,2,180000,72.6,Setúbal,2479.34
8369,1,298400,65.0,Porto,4590.77
9616,3,410000,132.5,Lisboa,3094.34
11353,3,1695000,193.0,Lisboa,8782.38
4007,2,189800,77.4,Lisboa,2452.2
8458,3,545000,102.0,Porto,5343.14
11902,3,485000,120.0,Lisboa,4041.67
8604,3,320000,94.9,Leiria,3371.97
9819,3,545000,128.7,Porto,4234.65
7047,2,199900,80.0,Porto,2498.75
3343,3,1430000,130.0,Lisboa,11000.0
11311,3,430000,116.0,Porto,3706.9
13428,1,499225,70.0,Faro,7131.79
1211,2,429900,105.0,Lisboa,4094.29
12691,3,159000,87.0,Lisboa,1827.59
271,2,169500,80.0,Setúbal,2118.75
7146,0,420800,45.76,Setúbal,9195.8
4256,1,199000,37.44,Setúbal,5315.17
8879,2,369000,101.0,Leiria,3653.47
2901,3,287000,116.0,Porto,2474.14
3280,3,330000,137.0,Porto,2408.76
15649,2,320000,117.0,Porto,2735.04
6408,2,235000,105.0,Porto,2238.1
5577,2,450000,124.0,Aveiro,3629.03
1844,2,240000,111.0,Coimbra,2162.16
1374,2,1540000,175.0,Lisboa,8800.0
15731,2,725000,96.0,Lisboa,7552.08
10279,2,640000,98.5,Faro,6497.46
6399,2,279900,60.0,Setúbal,4665.0
15412,2,420000,79.6,Faro,5276.38
5532,1,266000,63.8,Porto,4169.28
9224,2,690000,102.0,Lisboa,6764.71
14771,3,320000,105.0,Aveiro,3047.62
11974,3,1150000,119.25,Lisboa,9643.61
14994,5,1300000,219.0,Lisboa,5936.07
4867,2,620000,98.0,Faro,6326.53
8978,1,205000,46.0,Faro,4456.52
9594,2,700000,109.0,Lisboa,6422.02
153,3,525000,180.0,Aveiro,2916.67
14161,2,305000,86.3,Coimbra,3534.18
9579,1,490000,68.5,Lisboa,7153.28
14734,4,555000,139.05,Lisboa,3991.37
9233,1,180000,50.0,Viana do Castelo,3600.0
716,3,565000,103.4,Porto,5464.22
7794,2,275000,92.0,Porto,2989.13
7401,3,1380000,163.4,Lisboa,8445.53
6709,3,1800000,188.0,Lisboa,9574.47
3970,2,380000,93.8,Lisboa,4051.17
164,3,1050000,145.0,Lisboa,7241.38
11722,1,270000,41.0,Lisboa,6585.37
15814,3,486000,134.0,Setúbal,3626.87
13783,1,257000,52.0,Porto,4942.31
7184,3,320000,148.0,Porto,2162.16
7396,3,840000,160.06,Lisboa,5248.03
11523,1,322560,76.8,Porto,4200.0
4282,3,199000,90.0,Porto,2211.11
14098,3,748000,160.0,Ilha da Madeira,4675.0
7226,3,249500,90.0,Porto,2772.22
3235,3,265000,100.0,Setúbal,2650.0
6864,3,595000,94.0,Lisboa,6329.79
11918,2,280000,75.0,Porto,3733.33
8251,2,350000,92.0,Faro,3804.35
7563,3,274000,188.0,Viana do Castelo,1457.45
14939,2,275000,95.1,Porto,2891.69
4094,1,230000,47.0,Porto,4893.62
12152,3,414800,123.0,Porto,3372.36
2459,3,335000,116.85,Faro,2866.92
15975,4,450000,180.3,Porto,2495.84
7966,2,220000,76.7,Porto,2868.32
8057,4,3936889,258.63,Lisboa,15222.09
16063,4,816700,165.0,Porto,4949.7
7704,3,560000,159.17,Porto,3518.25
2371,3,349000,95.0,Lisboa,3673.68
9436,0,140000,36.0,Porto,3888.89
2557,2,449000,131.0,Porto,3427.48
4056,3,325000,126.0,Lisboa,2579.37
5429,1,260000,63.0,Porto,4126.98
13051,3,289000,72.0,Lisboa,4013.89
10096,3,615700,137.66,Porto,4472.61
12786,2,300000,83.0,Aveiro,3614.46
988,2,210000,100.0,Braga,2100.0
16132,1,300000,61.6,Ilha da Madeira,4870.13
8169,2,745000,102.0,Lisboa,7303.92
10812,2,280000,75.0,Porto,3733.33
14169,2,370000,85.0,Lisboa,4352.94
5668,2,214990,100.0,Porto,2149.9
6069,1,155000,49.38,Porto,3138.92
4740,3,410000,115.81,Porto,3540.28
9983,3,310000,112.0,Braga,2767.86
3703,2,370000,110.0,Porto,3363.64
1747,0,145000,32.2,Porto,4503.11
12523,2,227500,48.0,Porto,4739.58
1443,1,232000,71.3,Viana do Castelo,3253.86
9320,3,750000,118.0,Lisboa,6355.93
14794,3,290000,126.0,Setúbal,2301.59
15666,2,598000,102.5,Faro,5834.15
12558,2,310000,78.3,Porto,3959.13
12665,1,398706,132.0,Faro,3020.5
6872,3,397500,108.35,Porto,3668.67
978,2,850000,114.0,Faro,7456.14
5321,2,295000,72.0,Faro,4097.22
1871,3,949000,115.5,Lisboa,8216.45
8459,2,279000,68.0,Aveiro,4102.94
4599,2,325000,79.75,Faro,4075.24
5368,4,425000,228.0,Porto,1864.04
3246,3,595000,152.0,Lisboa,3914.47
2576,2,370000,96.9,Porto,3818.37
9784,2,279800,93.0,Lisboa,3008.6
7479,8,275000,342.0,Aveiro,804.09
12667,1,394548,132.0,Faro,2989.0
12254,1,418000,52.64,Lisboa,7940.73
126,2,300000,75.0,Faro,4000.0
7387,2,158000,76.0,Aveiro,2078.95
3784,2,160000,79.0,Ilha de São Miguel,2025.32
10908,3,370000,91.15,Faro,4059.24
2035,2,169900,83.5,Porto,2034.73
3934,1,110000,32.0,Coimbra,3437.5
14798,2,308900,96.0,Porto,3217.71
14023,3,570000,124.0,Porto,4596.77
7192,3,465000,272.0,Setúbal,1709.56
2987,2,850000,83.0,Faro,10240.96
6520,3,720000,125.0,Lisboa,5760.0
11031,2,370000,115.0,Lisboa,3217.39
10650,3,1320000,157.08,Faro,8403.36
1004,3,175000,122.0,Aveiro,1434.43
11750,3,1000000,169.0,Porto,5917.16
983,3,406095,139.11,Porto,2919.24
7706,3,542430,120.54,Porto,4500.0
1017,3,580000,110.0,Lisboa,5272.73
6837,2,255900,87.9,Porto,2911.26
15237,2,175000,85.0,Porto,2058.82
6078,3,351750,128.0,Braga,2748.05
1280,3,480000,158.0,Porto,3037.97
584,2,330000,90.0,Faro,3666.67
5806,1,160000,40.0,Lisboa,4000.0
15634,2,480000,113.0,Faro,4247.79
10477,3,295000,138.0,Porto,2137.68
8442,4,1340000,237.6,Porto,5639.73
14418,2,362200,99.8,Porto,3629.26
318,3,170000,80.5,Braga,2111.8
4669,3,125000,104.86,Santarém,1192.07
11729,3,1399000,136.0,Lisboa,10286.76
13602,2,395000,128.5,Porto,3073.93
216,2,205000,104.0,Porto,1971.15
7634,3,425000,174.0,Porto,2442.53
14644,2,330000,89.0,Ilha da Madeira,3707.87
96,1,150000,47.94,Aveiro,3128.91
5533,3,464000,102.5,Porto,4526.83
12382,3,340000,115.0,Lisboa,2956.52
5869,1,195000,59.0,Porto,3305.08
6317,3,522447,124.0,Porto,4213.28
5447,1,185000,73.0,Porto,2534.25
2242,2,915000,92.0,Lisboa,9945.65
4373,0,189000,34.0,Aveiro,5558.82
9487,3,85000,102.0,Vila Real,833.33
15813,0,425000,56.0,Lisboa,7589.29
762,3,245000,103.57,Porto,2365.55
2872,2,398000,103.0,Setúbal,3864.08
9925,2,187500,50.0,Setúbal,3750.0
9255,3,166000,159.0,Aveiro,1044.03
5911,1,208000,66.0,Coimbra,3151.52
4722,3,195000,161.0,Braga,1211.18
12887,1,158000,94.0,Lisboa,1680.85
9522,3,364000,136.75,Faro,2661.79
5780,2,435000,130.13,Faro,3342.81
2704,2,212500,105.0,Lisboa,2023.81
14257,1,255000,45.0,Faro,5666.67
15946,2,390000,74.0,Lisboa,5270.27
11655,3,475000,131.4,Faro,3614.92
12307,4,215000,100.0,Setúbal,2150.0
10100,3,597900,137.66,Porto,4343.31
10378,3,1080000,136.0,Lisboa,7941.18
5205,4,399000,137.0,Porto,2912.41
5918,4,425000,190.0,Braga,2236.84
4302,3,269000,126.8,Porto,2121.45
5691,2,370000,97.0,Porto,3814.43
2743,2,189000,111.0,Porto,1702.7
1541,1,326850,68.66,Porto,4760.41
9424,3,306000,140.0,Porto,2185.71
10970,3,450000,125.25,Setúbal,3592.81
12281,0,398000,50.7,Lisboa,7850.1
10247,2,179000,83.0,Leiria,2156.63
12591,3,2500000,186.18,Lisboa,13427.87
3485,2,225000,76.0,Setúbal,2960.53
1372,3,515000,140.0,Lisboa,3678.57
3456,3,196000,123.0,Braga,1593.5
15378,1,510000,87.0,Lisboa,5862.07
6194,1,275000,67.0,Porto,4104.48
1014,3,190000,124.0,Leiria,1532.26
13407,3,385000,150.0,Lisboa,2566.67
4421,1,320000,50.0,Setúbal,6400.0
14157,2,225000,86.0,Porto,2616.28
1002,3,299000,89.0,Faro,3359.55
12432,2,502860,73.71,Lisboa,6822.14
2804,3,210000,109.0,Porto,1926.61
11174,2,310000,113.0,Faro,2743.36
5552,3,179500,136.0,Porto,1319.85
15304,3,1400000,171.0,Lisboa,8187.13
1843,2,250000,66.0,Lisboa,3787.88
10959,3,339990,148.64,Aveiro,2287.34
2025,2,378000,90.0,Faro,4200.0
8495,2,262000,65.0,Porto,4030.77
8757,3,532420,142.0,Porto,3749.44
7691,3,1350000,176.0,Porto,7670.45
4994,2,390000,101.0,Faro,3861.39
554,2,425000,70.0,Leiria,6071.43
1123,2,295000,85.0,Setúbal,3470.59
14235,3,295000,117.0,Braga,2521.37
11226,3,450000,119.0,Aveiro,3781.51
5562,3,446000,120.64,Porto,3696.95
14086,2,225000,71.7,Porto,3138.08
11190,5,650000,252.5,Porto,2574.26
15932,2,375680,92.25,Aveiro,4072.41
4140,3,749500,133.85,Lisboa,5599.55
10882,3,745000,136.7,Porto,5449.89
11810,2,300972,103.0,Faro,2922.06
13956,2,225000,83.0,Porto,2710.84
13297,3,210000,90.0,Lisboa,2333.33
6003,2,187900,88.1,Porto,2132.8
7118,4,390000,165.0,Porto,2363.64
9539,2,168500,86.6,Aveiro,1945.73
10286,2,777000,95.0,Lisboa,8178.95
13489,2,351360,102.0,Aveiro,3444.71
46,3,470000,125.0,Porto,3760.0
4838,2,595000,94.0,Faro,6329.79
12760,3,698000,117.0,Lisboa,5965.81
8703,2,685000,113.0,Lisboa,6061.95
5586,2,200000,86.0,Coimbra,2325.58
13178,2,255000,88.0,Setúbal,2897.73
15771,1,143000,47.94,Aveiro,2982.9
2134,3,380000,135.0,Lisboa,2814.81
15964,2,223000,103.0,Porto,2165.05
11192,3,805000,137.0,Porto,5875.91
10071,2,260000,77.0,Porto,3376.62
9593,2,720000,130.7,Lisboa,5508.8
8533,3,299900,99.0,Setúbal,3029.29
737,2,159900,82.0,Porto,1950.0
6610,3,290900,143.8,Porto,2022.95
7782,3,210000,104.0,Porto,2019.23
1234,4,395000,198.0,Braga,1994.95
347,2,255000,82.0,Lisboa,3109.76
1328,2,330000,105.0,Ilha da Madeira,3142.86
8468,2,264500,75.0,Setúbal,3526.67
14832,2,229500,67.21,Lisboa,3414.67
7230,3,480000,140.1,Lisboa,3426.12
3529,3,205000,108.0,Setúbal,1898.15
3947,3,485000,124.0,Porto,3911.29
13529,3,1300000,160.0,Lisboa,8125.0
8676,4,1350000,186.0,Lisboa,7258.06
91,3,338000,117.0,Aveiro,2888.89
5281,2,358000,88.0,Setúbal,4068.18
9976,3,560000,128.32,Porto,4364.09
4082,3,380000,142.21,Porto,2672.1
8965,3,380000,137.7,Porto,2759.62
1226,2,170000,160.0,Aveiro,1062.5
15098,3,435000,137.0,Porto,3175.18
6946,1,149000,86.9,Porto,1714.61
14116,3,350000,110.0,Lisboa,3181.82
14898,2,150000,58.5,Aveiro,2564.1
9846,2,340000,117.5,Porto,2893.62
11706,2,360000,83.0,Porto,4337.35
8292,3,229900,74.0,Lisboa,3106.76
1753,3,279500,74.0,Porto,3777.03
12301,4,460000,160.0,Porto,2875.0
4480,2,320000,90.0,Braga,3555.56
3608,4,1280000,240.0,Porto,5333.33
10543,2,425000,78.68,Porto,5401.63
3734,2,455800,100.0,Faro,4558.0
11784,3,375000,124.0,Viana do Castelo,3024.19
11508,2,265000,92.0,Porto,2880.43
11999,3,397000,140.0,Porto,2835.71
6743,3,192000,103.0,Setúbal,1864.08
8615,2,293000,99.0,Porto,2959.6
13337,2,588000,74.45,Porto,7897.92
14540,2,355000,100.9,Aveiro,3518.33
3022,2,85000,104.0,Bragança,817.31
3794,2,169500,76.0,Porto,2230.26
14433,2,670000,114.0,Lisboa,5877.19
12238,2,492500,139.6,Faro,3527.94
5134,2,525000,120.0,Porto,4375.0
2931,3,225000,117.0,Braga,1923.08
3288,2,260000,114.9,Porto,2262.84
8599,2,225000,82.0,Lisboa,2743.9
12681,2,440000,109.0,Porto,4036.7
5651,2,375000,74.0,Faro,5067.57
5539,1,595000,122.0,Faro,4877.05
10371,3,239000,163.0,Aveiro,1466.26
52,2,180000,71.0,Porto,2535.21
9398,1,249000,35.0,Porto,7114.29
10578,1,330000,77.81,Ilha da Madeira,4241.1
5129,4,295000,100.0,Lisboa,2950.0
13246,2,1100000,99.43,Lisboa,11063.06
15542,4,1100000,161.6,Ilha da Madeira,6806.93
6815,2,249900,82.2,Porto,3040.15
14600,3,660000,150.35,Lisboa,4389.76
7941,0,233564,54.6,Porto,4277.73
12342,5,690000,270.0,Setúbal,2555.56
5983,2,418700,100.48,Faro,4167.0
6499,3,570264,117.0,Porto,4874.05
11580,3,500000,179.2,Faro,2790.18
1849,2,289000,84.0,Faro,3440.48
8434,3,226000,105.41,Aveiro,2144.01
15104,2,495550,131.34,Braga,3773.03
7115,3,249900,123.0,Porto,2031.71
10528,3,685000,126.2,Lisboa,5427.89
6413,2,275000,99.22,Porto,2771.62
4986,3,595000,110.0,Lisboa,5409.09
12383,2,850000,109.0,Lisboa,7798.17
3593,2,189000,70.0,Porto,2700.0
5623,3,375000,124.0,Viana do Castelo,3024.19
6430,3,700000,118.49,Aveiro,5907.67
3469,3,913000,214.45,Setúbal,4257.4
7677,2,285000,78.0,Braga,3653.85
6910,1,339500,50.0,Lisboa,6790.0
7929,2,290000,80.0,Lisboa,3625.0
7044,3,248000,81.0,Lisboa,3061.73
351,3,315000,122.0,Porto,2581.97
1072,3,185000,100.0,Porto,1850.0
2208,3,750000,295.5,Faro,2538.07
443,2,370100,89.54,Porto,4133.35
4271,6,440000,195.0,Setúbal,2256.41
2240,2,425000,79.0,Porto,5379.75
12293,4,2425000,281.7,Lisboa,8608.45
4469,2,330000,90.0,Braga,3666.67
1817,1,198000,93.0,Leiria,2129.03
5019,2,187500,61.0,Setúbal,3073.77
9874,2,190000,100.75,Aveiro,1885.86
8465,2,405000,112.0,Lisboa,3616.07
1816,2,193000,81.0,Lisboa,2382.72
13889,3,229000,106.0,Setúbal,2160.38
7599,4,495000,166.0,Setúbal,2981.93
12838,1,430000,66.15,Lisboa,6500.38
2010,1,375000,80.0,Faro,4687.5
4314,2,280000,55.2,Faro,5072.46
10901,2,425000,78.68,Porto,5401.63
14638,3,420000,200.0,Setúbal,2100.0
14378,3,625000,128.0,Setúbal,4882.81
12528,5,349900,145.0,Setúbal,2413.1
13550,3,180000,94.0,Porto,1914.89
4668,2,300900,109.0,Porto,2760.55
3338,3,875000,157.0,Lisboa,5573.25
6649,3,369000,87.0,Lisboa,4241.38
11277,2,350000,77.8,Porto,4498.71
10661,4,1750000,208.53,Faro,8392.08
13738,1,600600,53.0,Lisboa,11332.08
8837,2,955000,127.08,Faro,7514.95
11275,2,455000,98.0,Porto,4642.86
15331,3,290000,111.0,Porto,2612.61
11414,3,1008960,142.37,Lisboa,7086.89
3430,2,325000,80.0,Porto,4062.5
5218,2,355000,83.0,Porto,4277.11
13863,3,884000,154.0,Porto,5740.26
8252,3,460000,104.0,Lisboa,4423.08
5121,3,545000,148.0,Lisboa,3682.43
15579,3,292500,106.5,Faro,2746.48
5328,3,465000,92.0,Porto,5054.35
5553,2,187500,61.9,Setúbal,3029.08
13973,1,220000,60.0,Porto,3666.67
12703,3,376000,101.0,Porto,3722.77
12498,3,270000,99.2,Leiria,2721.77
992,1,288000,43.46,Lisboa,6626.78
425,2,635000,93.9,Faro,6762.51
1605,2,229500,67.0,Lisboa,3425.37
11011,4,770000,195.0,Porto,3948.72
7488,3,2500000,147.0,Faro,17006.8
8354,2,232500,89.0,Castelo Branco,2612.36
757,2,260000,85.5,Porto,3040.94
3428,3,375000,102.0,Porto,3676.47
6068,0,195000,29.0,Porto,6724.14
10140,2,690000,122.67,Lisboa,5624.85
12999,1,390000,51.0,Porto,7647.06
11161,3,299750,110.0,Coimbra,2725.0
4321,2,259800,81.0,Lisboa,3207.41
2563,2,139900,61.75,Braga,2265.59
14808,0,280000,53.0,Porto,5283.02
7619,3,1250000,163.42,Lisboa,7649.0
4938,2,188000,80.0,Setúbal,2350.0
2892,4,837500,181.5,Lisboa,4614.33
12932,2,375500,120.0,Porto,3129.17
8609,3,580000,159.95,Porto,3626.13
5235,3,389000,120.83,Porto,3219.4
404,2,550000,78.0,Ilha da Madeira,7051.28
4131,3,550000,140.0,Faro,3928.57
2688,2,159900,95.0,Braga,1683.16
2177,2,370000,104.0,Faro,3557.69
6063,2,199900,74.2,Porto,2694.07
14526,3,529000,253.14,Leiria,2089.75
524,1,245000,57.0,Lisboa,4298.25
13848,3,350000,118.5,Aveiro,2953.59
4658,2,199999,71.0,Setúbal,2816.89
4102,1,289900,47.0,Lisboa,6168.09
13304,4,970000,138.5,Lisboa,7003.61
9884,3,3000000,196.0,Lisboa,15306.12
12872,2,875000,102.9,Lisboa,8503.4
1667,2,229500,70.0,Lisboa,3278.57
5776,3,275000,90.0,Setúbal,3055.56
3525,2,420000,85.0,Lisboa,4941.18
14115,1,159000,63.5,Aveiro,2503.94
3977,3,210000,110.0,Leiria,1909.09
5613,2,460000,159.3,Faro,2887.63
13244,3,570000,104.0,Lisboa,5480.77
12861,2,200000,94.0,Santarém,2127.66
1915,2,193000,63.0,Lisboa,3063.49
15411,2,440000,83.3,Faro,5282.11
10164,2,264500,85.0,Faro,3111.76
4010,3,299900,140.0,Setúbal,2142.14
2313,2,267500,95.0,Leiria,2815.79
5027,1,174045,64.0,Faro,2719.45
4362,3,214000,118.0,Setúbal,1813.56
10148,3,995000,165.17,Lisboa,6024.1
14074,4,600000,213.6,Faro,2808.99
8039,3,419900,130.0,Porto,3230.0
10454,2,390000,194.0,Lisboa,2010.31
1452,2,585000,122.0,Lisboa,4795.08
7545,2,685000,110.01,Lisboa,6226.71
6637,2,850000,89.52,Lisboa,9495.08
5024,2,344256,106.0,Faro,3247.7
687,2,395000,104.0,Aveiro,3798.08
9026,3,235000,104.0,Porto,2259.62
13018,3,360000,101.0,Porto,3564.36
4178,3,160000,112.0,Porto,1428.57
3924,2,255000,76.0,Porto,3355.26
16126,1,300000,61.6,Ilha da Madeira,4870.13
239,2,345000,64.0,Lisboa,5390.62
12958,4,535000,208.0,Porto,2572.12
2827,3,374000,124.0,Lisboa,3016.13
3623,2,159900,95.0,Braga,1683.16
1949,0,322500,42.0,Porto,7678.57
10342,3,588300,148.81,Faro,3953.36
900,3,235000,105.4,Aveiro,2229.6
7421,1,134900,43.0,Aveiro,3137.21
7552,3,269000,186.0,Viana do Castelo,1446.24
5909,3,340000,114.0,Porto,2982.46
4693,2,370800,117.0,Porto,3169.23
3125,3,235000,117.0,Porto,2008.55
12607,3,249000,118.0,Porto,2110.17
7497,2,295900,86.0,Porto,3440.7
7896,1,550000,68.9,Lisboa,7982.58
12221,2,220000,73.44,Porto,2995.64
13164,1,299900,63.0,Lisboa,4760.32
13469,3,208000,100.0,Setúbal,2080.0
8996,1,360100,71.0,Porto,5071.83
7030,2,275000,92.0,Porto,2989.13
2945,2,545000,97.6,Porto,5584.02
13757,2,350000,50.0,Lisboa,7000.0
15184,3,270000,140.15,Leiria,1926.51
8478,3,757000,163.5,Porto,4629.97
15239,2,635000,135.7,Lisboa,4679.44
13052,1,470000,63.0,Aveiro,7460.32
1473,2,575000,122.0,Lisboa,4713.11
13413,2,200000,91.0,Setúbal,2197.8
4188,2,630000,101.0,Porto,6237.62
6651,3,300000,99.64,Setúbal,3010.84
319,1,217845,48.41,Porto,4500.0
13687,3,397500,108.35,Porto,3668.67
11088,2,240000,93.0,Porto,2580.65
6343,2,330000,92.0,Porto,3586.96
6682,2,550000,120.0,Ilha da Madeira,4583.33
13970,2,275000,62.0,Lisboa,4435.48
14625,3,570000,153.0,Porto,3725.49
7622,3,350000,108.0,Lisboa,3240.74
3671,3,350000,145.37,Lisboa,2407.65
9907,2,435000,101.0,Porto,4306.93
13057,4,517125,147.0,Porto,3517.86
6498,2,232000,103.0,Setúbal,2252.43
13852,2,305000,82.0,Aveiro,3719.51
8248,2,279282,62.0,Setúbal,4504.55
2381,3,175000,130.0,Porto,1346.15
1099,3,285000,161.0,Braga,1770.19
