,Rooms,Price,Area,Location,Price_m2
1430,1,306225,68.05,Porto,4500.0
13461,2,210000,96.0,Braga,2187.5
10579,3,550000,145.59,Ilha da Madeira,3777.73
13023,2,256000,80.0,Porto,3200.0
5914,2,460000,114.0,Porto,4035.09
1697,1,155000,57.0,Porto,2719.3
3447,3,320000,110.7,Porto,2890.7
11581,0,170000,37.0,Porto,4594.59
11962,3,262500,123.0,Porto,2134.15
12733,2,258000,96.0,Ilha da Madeira,2687.5
8062,3,2620219,172.61,Lisboa,15180.0
15253,3,565000,152.8,Porto,3697.64
15467,4,3950000,311.0,Lisboa,12700.96
13971,3,270000,135.0,Aveiro,2000.0
8493,2,262000,93.0,Porto,2817.2
7899,2,290900,86.0,Porto,3382.56
15903,3,720000,187.0,Porto,3850.27
8061,2,2242891,141.83,Lisboa,15813.94
4720,3,180000,134.0,Braga,1343.28
10231,2,187500,59.0,Setúbal,3177.97
1081,2,375000,105.0,Faro,3571.43
2163,5,550000,217.0,Porto,2534.56
10979,2,195000,85.0,Lisboa,2294.12
8457,2,330000,105.0,Faro,3142.86
11390,2,297000,105.64,Viana do Castelo,2811.44
640,4,2190000,162.0,Lisboa,13518.52
1024,2,575000,139.19,Faro,4131.04
2223,2,369000,90.0,Faro,4100.0
15896,3,960000,108.0,Aveiro,8888.89
14920,2,918000,102.0,Lisboa,9000.0
10638,1,540000,66.73,Faro,8092.31
3090,3,325000,115.0,Porto,2826.09
1546,2,344500,94.75,Lisboa,3635.88
2453,1,230000,38.25,Faro,6013.07
14198,3,490000,135.0,Lisboa,3629.63
1470,2,550000,122.0,Lisboa,4508.2
6927,3,219900,85.53,Lisboa,2571.03
5972,2,144000,101.0,Lisboa,1425.74
4521,2,930000,103.0,Lisboa,9029.13
205,2,215000,93.0,Santarém,2311.83
8652,2,255000,116.0,Porto,2198.28
13300,3,1207500,139.7,Lisboa,8643.52
4350,2,250000,80.0,Faro,3125.0
7918,3,2880000,149.0,Lisboa,19328.86
12574,3,400000,123.27,Porto,3244.91
11068,2,250000,82.0,Aveiro,3048.78
276,2,155000,72.1,Faro,2149.79
5049,3,400000,130.0,Lisboa,3076.92
376,2,268000,84.0,Porto,3190.48
2837,1,199000,52.0,Braga,3826.92
12888,1,195000,52.6,Setúbal,3707.22
8773,2,287500,72.52,Porto,3964.42
2515,2,285000,82.0,Faro,3475.61
11573,3,1200000,110.0,Lisboa,10909.09
6377,3,289000,106.0,Aveiro,2726.42
6041,5,690000,230.0,Porto,3000.0
13368,2,885000,149.5,Lisboa,5919.73
13851,2,325000,96.78,Aveiro,3358.13
9403,3,250000,112.0,Lisboa,2232.14
4398,1,271000,85.0,Setúbal,3188.24
4169,3,510000,122.0,Setúbal,4180.33
14839,1,170000,50.0,Braga,3400.0
11813,2,475000,135.3,Faro,3510.72
2394,3,180000,106.0,Aveiro,1698.11
15971,2,323680,148.0,Aveiro,2187.03
9023,3,450000,103.37,Setúbal,4353.29
9183,3,315000,87.0,Setúbal,3620.69
7373,3,241500,148.0,Aveiro,1631.76
8636,3,1340000,157.01,Faro,8534.49
15664,2,295000,96.75,Setúbal,3049.1
4182,2,630000,93.6,Lisboa,6730.77
2891,3,595000,140.0,Porto,4250.0
11096,2,235000,61.0,Porto,3852.46
10398,3,895000,143.0,Lisboa,6258.74
6349,1,339500,47.0,Lisboa,7223.4
13183,2,175000,68.6,Lisboa,2551.02
8078,3,342000,148.0,Aveiro,2310.81
4319,4,882500,170.0,Porto,5191.18
1967,3,237500,100.0,Setúbal,2375.0
11176,3,402500,133.9,Porto,3005.97
907,2,370000,66.0,Lisboa,5606.06
9494,3,323000,107.0,Porto,3018.69
277,3,1017000,136.0,Porto,7477.94
4929,2,445000,122.0,Porto,3647.54
7566,2,225000,127.0,Viana do Castelo,1771.65
11056,4,435000,114.0,Lisboa,3815.79
9695,4,2250000,269.45,Porto,8350.34
3408,3,310000,107.0,Braga,2897.2
1872,1,195000,40.8,Porto,4779.41
16106,1,310000,61.6,Ilha da Madeira,5032.47
13005,3,650000,298.0,Ilha da Madeira,2181.21
15292,1,179000,50.0,Porto,3580.0
12852,2,230000,114.0,Santarém,2017.54
13132,3,139000,89.0,Coimbra,1561.8
8147,1,540000,60.0,Lisboa,9000.0
12269,2,650000,79.26,Lisboa,8200.86
9948,3,660000,147.13,Porto,4485.83
1361,3,444000,120.0,Lisboa,3700.0
6523,2,350000,130.2,Porto,2688.17
9478,3,545000,102.0,Porto,5343.14
15382,3,189000,90.0,Setúbal,2100.0
3579,3,235000,103.0,Lisboa,2281.55
6607,2,191900,88.3,Porto,2173.27
12266,2,610000,79.26,Lisboa,7696.19
1535,2,411645,84.45,Porto,4874.42
3577,2,395000,80.0,Lisboa,4937.5
12162,0,247500,37.0,Porto,6689.19
11803,2,225000,86.0,Faro,2616.28
2820,2,350000,101.0,Porto,3465.35
13041,1,265000,50.0,Lisboa,5300.0
15162,2,171500,84.0,Porto,2041.67
14219,3,524223,109.0,Porto,4809.39
4654,4,712500,161.07,Faro,4423.54
598,4,1665000,250.13,Faro,6656.54
10836,2,195000,70.0,Porto,2785.71
11405,2,455000,89.56,Porto,5080.39
10158,2,175000,75.0,Lisboa,2333.33
4177,2,199000,81.0,Setúbal,2456.79
2738,3,150000,112.0,Coimbra,1339.29
6325,3,350000,207.0,Lisboa,1690.82
11544,1,385000,94.74,Faro,4063.75
12302,2,244900,76.0,Faro,3222.37
2666,2,170000,82.0,Coimbra,2073.17
9331,2,290000,75.0,Setúbal,3866.67
10946,1,205000,66.87,Faro,3065.65
846,2,185000,85.0,Lisboa,2176.47
763,2,265000,85.5,Porto,3099.42
1961,3,248000,133.0,Braga,1864.66
15057,3,650000,122.8,Porto,5293.16
5844,1,265000,65.8,Porto,4027.36
5650,5,699000,190.0,Porto,3678.95
11419,4,768000,206.3,Porto,3722.73
5187,3,375000,90.0,Faro,4166.67
11104,2,529000,68.0,Lisboa,7779.41
10785,3,1345050,166.29,Lisboa,8088.58
15976,2,500000,80.0,Lisboa,6250.0
14411,3,210000,149.0,Lisboa,1409.4
6863,2,495000,68.0,Lisboa,7279.41
9992,2,255000,90.0,Braga,2833.33
10998,2,308270,110.0,Faro,2802.45
11610,4,1975000,241.7,Lisboa,8171.29
13293,3,200000,135.75,Lisboa,1473.3
8559,2,334000,82.0,Aveiro,4073.17
220,2,336500,124.0,Faro,2713.71
2206,2,215000,66.0,Lisboa,3257.58
11802,2,210000,82.0,Viana do Castelo,2560.98
9851,0,210000,40.8,Porto,5147.06
10934,2,300000,77.32,Aveiro,3879.98
11367,3,995000,137.0,Lisboa,7262.77
454,2,486000,65.0,Lisboa,7476.92
4767,2,267500,80.0,Aveiro,3343.75
7680,2,285000,88.0,Braga,3238.64
33,4,1845000,298.1,Faro,6189.2
395,4,300000,170.0,Aveiro,1764.71
8666,3,760000,138.0,Lisboa,5507.25
3063,1,225000,33.72,Leiria,6672.6
15019,3,259000,167.0,Leiria,1550.9
8254,3,269000,127.0,Porto,2118.11
11373,2,768000,105.0,Lisboa,7314.29
14874,2,220000,85.0,Braga,2588.24
4695,2,350200,117.0,Porto,2993.16
426,2,290000,115.2,Braga,2517.36
3879,2,278720,105.0,Faro,2654.48
3109,1,115000,50.0,Leiria,2300.0
10166,4,450000,175.0,Lisboa,2571.43
6795,1,330000,66.4,Porto,4969.88
14580,3,835000,155.0,Lisboa,5387.1
9872,3,210000,102.0,Aveiro,2058.82
13402,3,395000,113.0,Porto,3495.58
2644,4,685000,188.0,Porto,3643.62
14336,3,299000,282.3,Porto,1059.16
5314,3,360000,150.0,Lisboa,2400.0
11235,3,2500000,170.0,Faro,14705.88
14593,3,640000,121.0,Lisboa,5289.26
14203,2,335000,76.7,Faro,4367.67
9192,2,562500,106.55,Faro,5279.21
14088,2,245000,102.7,Porto,2385.59
12778,3,299000,90.0,Porto,3322.22
3809,3,360000,134.0,Setúbal,2686.57
15286,1,195000,55.6,Aveiro,3507.19
5607,3,289000,117.0,Viana do Castelo,2470.09
12123,0,79800,54.0,Santarém,1477.78
5454,2,492000,80.0,Porto,6150.0
1549,1,210000,97.8,Porto,2147.24
7138,0,408858,45.86,Setúbal,8915.35
7216,2,340000,80.0,Lisboa,4250.0
8896,2,126000,81.0,Santarém,1555.56
7223,3,239000,113.0,Porto,2115.04
7871,0,315000,40.3,Lisboa,7816.38
9271,2,217500,55.0,Setúbal,3954.55
9569,1,315000,60.0,Porto,5250.0
4584,2,285000,113.0,Porto,2522.12
11271,3,720000,183.0,Porto,3934.43
1968,3,220000,100.0,Porto,2200.0
15938,3,399900,86.0,Lisboa,4650.0
1449,4,1075000,179.0,Lisboa,6005.59
13666,2,165000,100.75,Aveiro,1637.72
7832,0,225000,51.0,Porto,4411.76
10129,2,815000,147.87,Lisboa,5511.6
10299,1,274000,79.0,Faro,3468.35
14464,2,315000,108.01,Setúbal,2916.4
8687,3,505000,99.0,Faro,5101.01
8801,3,295000,83.54,Lisboa,3531.24
6994,3,199000,96.0,Setúbal,2072.92
8758,3,405000,145.0,Faro,2793.1
3644,1,295900,50.0,Lisboa,5918.0
12805,3,85000,94.0,Bragança,904.26
12177,4,410000,150.5,Porto,2724.25
13398,4,1950000,281.5,Lisboa,6927.18
9646,3,470000,160.0,Porto,2937.5
2938,3,256000,105.0,Porto,2438.1
4595,3,265900,146.5,Lisboa,1815.02
5359,2,1900000,123.0,Faro,15447.15
12389,2,290000,83.0,Faro,3493.98
2291,1,279900,34.0,Lisboa,8232.35
12362,4,250000,97.0,Porto,2577.32
11817,2,495000,114.5,Faro,4323.14
13213,1,460100,52.0,Lisboa,8848.08
3683,5,1790000,339.2,Lisboa,5277.12
13256,2,299000,79.0,Faro,3784.81
6896,1,339500,50.0,Lisboa,6790.0
15795,2,320000,137.0,Porto,2335.77
6604,2,185900,86.95,Porto,2138.01
15695,3,200000,80.0,Lisboa,2500.0
7748,2,950000,115.95,Lisboa,8193.19
4165,3,304500,136.7,Faro,2227.51
4896,3,315000,138.75,Lisboa,2270.27
6046,4,390000,153.0,Porto,2549.02
4333,2,350000,92.0,Faro,3804.35
4448,2,180000,81.0,Porto,2222.22
7858,3,280000,81.0,Faro,3456.79
2627,3,299250,128.0,Braga,2337.89
15016,1,155000,61.0,Aveiro,2540.98
3698,2,285000,75.0,Faro,3800.0
5641,1,200000,80.0,Lisboa,2500.0
9760,3,598000,108.0,Lisboa,5537.04
12284,1,191000,44.0,Leiria,4340.91
2632,4,890000,232.0,Porto,3836.21
3351,3,199000,136.4,Porto,1458.94
8086,2,619000,115.0,Faro,5382.61
287,3,270000,173.0,Porto,1560.69
7176,2,265000,78.0,Porto,3397.44
3281,2,310000,78.3,Porto,3959.13
7751,2,285000,77.7,Porto,3667.95
9687,2,159900,79.0,Braga,2024.05
11236,3,415000,143.25,Lisboa,2897.03
1933,3,150000,105.0,Aveiro,1428.57
12365,3,470000,159.0,Faro,2955.97
8940,2,268500,66.0,Leiria,4068.18
3764,2,455800,88.0,Faro,5179.55
10446,2,905000,97.34,Lisboa,9297.31
11448,2,595000,135.0,Lisboa,4407.41
13881,3,632000,144.0,Ilha da Madeira,4388.89
13748,3,670000,174.0,Ilha da Madeira,3850.57
102,1,257500,45.82,Aveiro,5619.82
8483,3,850000,140.0,Porto,6071.43
3399,1,345000,37.0,Lisboa,9324.32
3680,2,350000,77.0,Porto,4545.45
10095,3,623500,132.26,Porto,4714.2
14780,2,172000,85.0,Coimbra,2023.53
25,2,175000,123.0,Aveiro,1422.76
500,3,375144,128.0,Faro,2930.81
14422,3,499000,129.4,Setúbal,3856.26
3602,4,1400000,185.0,Lisboa,7567.57
2086,2,315000,93.0,Setúbal,3387.1
10476,3,595000,106.61,Setúbal,5581.09
1692,3,1050000,178.0,Ilha da Madeira,5898.88
5777,1,190000,36.0,Lisboa,5277.78
11491,4,250000,140.0,Leiria,1785.71
5330,3,284000,132.85,Faro,2137.75
1120,4,725000,189.0,Porto,3835.98
11187,2,470000,110.0,Lisboa,4272.73
3719,2,219000,78.0,Faro,2807.69
7744,4,850000,189.0,Lisboa,4497.35
16006,3,1010000,156.0,Lisboa,6474.36
3035,3,505000,113.84,Setúbal,4436.05
13105,3,225000,123.6,Coimbra,1820.39
7153,3,375000,106.0,Leiria,3537.74
9435,2,740000,110.0,Porto,6727.27
13597,2,225000,70.0,Lisboa,3214.29
14181,6,849900,118.0,Lisboa,7202.54
10786,3,1412500,141.54,Lisboa,9979.51
8904,2,850000,174.0,Porto,4885.06
2020,3,215000,70.0,Lisboa,3071.43
11649,3,562500,129.05,Faro,4358.78
9588,1,470000,58.6,Lisboa,8020.48
14814,1,125000,47.0,Aveiro,2659.57
15556,3,355000,114.0,Faro,3114.04
7662,3,180000,130.0,Braga,1384.62
12043,2,409280,109.48,Aveiro,3738.4
4951,3,280000,110.0,Lisboa,2545.45
10121,0,425000,80.83,Lisboa,5257.95
1450,3,225000,123.0,Coimbra,1829.27
11883,3,245000,116.54,Apartamento para comprar: Castelo Branco,2102.28
14720,1,435000,108.0,Viseu,4027.78
7581,1,565000,53.0,Lisboa,10660.38
7590,2,430000,121.0,Porto,3553.72
7637,2,260000,106.0,Porto,2452.83
8640,2,1275000,123.63,Faro,10313.03
12217,4,576000,166.0,Porto,3469.88
16099,3,345000,121.0,Porto,2851.24
7027,2,595000,102.0,Porto,5833.33
12002,3,269000,117.0,Viana do Castelo,2299.15
5628,3,608000,143.0,Porto,4251.75
838,2,170000,85.0,Lisboa,2000.0
11227,2,390000,93.0,Aveiro,4193.55
14305,3,405000,118.0,Setúbal,3432.2
13720,3,780000,151.0,Faro,5165.56
6661,2,260000,80.0,Faro,3250.0
12448,2,630000,89.5,Lisboa,7039.11
6925,3,287000,116.0,Porto,2474.14
11743,1,290000,73.0,Faro,3972.6
9822,2,150000,74.0,Viana do Castelo,2027.03
6641,3,1580000,155.0,Lisboa,10193.55
8858,4,1132000,155.0,Lisboa,7303.23
12673,3,662356,130.0,Porto,5095.05
12905,1,295900,55.0,Lisboa,5380.0
3790,1,330000,108.6,Setúbal,3038.67
11110,4,102000,103.0,Santarém,990.29
5548,2,225000,81.5,Porto,2760.74
15222,3,497000,132.45,Coimbra,3752.36
4821,1,337500,75.6,Faro,4464.29
2230,2,430000,108.17,Ilha da Madeira,3975.22
4850,3,120000,116.0,Porto,1034.48
5354,4,386000,162.2,Faro,2379.78
5590,4,425000,138.0,Setúbal,3079.71
7884,1,520000,80.9,Lisboa,6427.69
4066,3,345000,137.0,Porto,2518.25
9232,2,1260000,159.0,Lisboa,7924.53
13697,3,785000,138.0,Lisboa,5688.41
8753,2,199900,89.01,Porto,2245.82
4379,2,840000,93.0,Faro,9032.26
1712,1,435000,73.0,Ilha da Madeira,5958.9
12102,3,609500,146.0,Faro,4174.66
7016,2,192900,88.3,Porto,2184.6
12724,3,635000,151.0,Ilha da Madeira,4205.3
8105,2,2336908,197.8,Lisboa,11814.5
12868,4,220000,100.85,Setúbal,2181.46
6481,2,340000,160.0,Aveiro,2125.0
854,2,204990,104.0,Porto,1971.06
3016,2,425000,79.0,Porto,5379.75
13103,3,375144,128.0,Faro,2930.81
9849,1,375000,50.0,Porto,7500.0
3507,2,195000,85.0,Braga,2294.12
8990,2,272500,74.0,Setúbal,3682.43
9561,2,260000,79.7,Faro,3262.23
2235,2,317000,54.31,Lisboa,5836.86
12632,3,175000,120.0,Bragança,1458.33
9305,2,288000,91.0,Porto,3164.84
1647,3,189000,122.0,Porto,1549.18
7010,2,299500,85.0,Porto,3523.53
10221,2,220000,60.0,Porto,3666.67
9035,3,295000,177.0,Porto,1666.67
1150,4,1250000,199.0,Porto,6281.41
15708,1,140000,65.0,Leiria,2153.85
3184,2,429900,50.0,Lisboa,8598.0
457,1,500000,80.9,Lisboa,6180.47
4424,3,110000,80.0,Coimbra,1375.0
8413,3,212000,100.36,Aveiro,2112.4
357,3,205000,109.0,Porto,1880.73
2413,2,240000,82.0,Porto,2926.83
11157,1,130000,42.0,Setúbal,3095.24
4833,2,620000,79.4,Faro,7808.56
7199,3,485000,187.0,Setúbal,2593.58
12414,3,614000,146.0,Faro,4205.48
8709,1,258000,57.2,Aveiro,4510.49
1953,0,297500,56.0,Porto,5312.5
8318,3,330000,123.0,Aveiro,2682.93
12078,3,350000,112.0,Lisboa,3125.0
1433,4,295000,249.0,Coimbra,1184.74
10292,4,259000,115.0,Porto,2252.17
2845,2,270000,66.0,Porto,4090.91
14245,3,250000,149.0,Leiria,1677.85
938,2,515000,177.95,Setúbal,2894.07
14108,2,325000,77.0,Porto,4220.78
2222,2,315000,105.8,Faro,2977.32
3581,3,254900,110.0,Faro,2317.27
10119,2,225000,105.8,Porto,2126.65
3266,2,237000,86.0,Setúbal,2755.81
15752,2,490000,59.0,Porto,8305.08
3158,4,370000,121.93,Setúbal,3034.53
3144,3,269000,106.0,Leiria,2537.74
13718,3,635000,150.0,Ilha da Madeira,4233.33
11097,2,249500,82.8,Setúbal,3013.29
12782,2,197500,73.6,Setúbal,2683.42
151,1,240000,67.0,Aveiro,3582.09
12810,0,150000,35.4,Porto,4237.29
12411,3,588000,148.0,Faro,3972.97
14474,3,620000,155.0,Viana do Castelo,4000.0
11342,3,1400000,204.0,Lisboa,6862.75
41,2,185000,85.0,Coimbra,2176.47
6088,1,125000,45.0,Porto,2777.78
2992,2,347000,88.0,Setúbal,3943.18
4051,5,475000,186.0,Porto,2553.76
14959,3,345000,197.0,Leiria,1751.27
4797,2,620000,98.0,Faro,6326.53
3942,3,940000,155.0,Lisboa,6064.52
15805,3,750000,158.22,Lisboa,4740.24
10712,2,408000,87.8,Faro,4646.92
11643,3,310000,112.0,Leiria,2767.86
13071,4,335000,222.0,Leiria,1509.01
2921,2,599000,84.97,Lisboa,7049.55
2876,5,199900,241.0,Braga,829.46
3390,3,330000,113.95,Porto,2896.01
423,3,485000,127.48,Porto,3804.52
284,2,330000,95.0,Porto,3473.68
3744,4,882000,170.0,Porto,5188.24
5143,1,395000,51.0,Porto,7745.1
8889,0,171000,41.0,Porto,4170.73
5551,3,478000,150.24,Setúbal,3181.58
14105,0,270000,40.0,Lisboa,6750.0
5229,3,180000,102.0,Santarém,1764.71
833,3,425000,133.0,Porto,3195.49
13733,4,1650000,418.0,Porto,3947.37
9401,2,490000,110.75,Faro,4424.38
14483,3,480000,125.87,Porto,3813.46
8012,2,840000,116.0,Lisboa,7241.38
1694,3,920000,174.0,Ilha da Madeira,5287.36
14405,3,1096447,123.0,Lisboa,8914.2
1026,4,387500,135.0,Porto,2870.37
14626,2,266000,80.0,Leiria,3325.0
14972,3,525000,179.0,Aveiro,2932.96
6308,4,892500,198.35,Porto,4499.62
1459,2,575000,125.0,Lisboa,4600.0
1216,2,315000,87.0,Braga,3620.69
3938,1,269000,56.4,Faro,4769.5
11632,2,665500,115.0,Porto,5786.96
8654,2,400000,96.0,Porto,4166.67
5599,3,395000,127.48,Faro,3098.53
4801,2,336000,88.76,Porto,3785.49
9171,3,275000,136.0,Santarém,2022.06
10288,1,243000,47.56,Porto,5109.34
3712,2,155000,96.0,Aveiro,1614.58
7014,2,650000,95.5,Lisboa,6806.28
11846,2,463680,110.4,Porto,4200.0
9577,3,195000,107.0,Faro,1822.43
11533,2,495000,96.0,Lisboa,5156.25
571,3,306000,85.0,Setúbal,3600.0
2272,2,275000,84.09,Lisboa,3270.31
8324,4,1100000,225.0,Porto,4888.89
13026,2,325000,83.0,Porto,3915.66
4076,3,251000,154.0,Braga,1629.87
5468,5,485000,177.0,Porto,2740.11
163,3,860000,155.0,Lisboa,5548.39
14256,1,240000,70.0,Coimbra,3428.57
4452,8,2500000,384.0,Lisboa,6510.42
2531,2,292000,69.0,Setúbal,4231.88
10877,3,237500,102.9,Lisboa,2308.07
1269,5,2500000,251.73,Lisboa,9931.28
6320,2,152000,76.0,Setúbal,2000.0
13780,3,347500,109.6,Porto,3170.62
3098,3,420000,142.0,Braga,2957.75
6295,2,394800,92.35,Porto,4275.04
5765,3,320000,117.0,Lisboa,2735.04
13401,4,2125000,286.95,Lisboa,7405.47
10092,2,399400,88.24,Porto,4526.29
4510,3,345000,110.0,Lisboa,3136.36
3195,3,309500,95.0,Setúbal,3257.89
448,2,369400,88.4,Porto,4178.73
9544,2,259000,88.69,Faro,2920.28
5898,2,242834,70.8,Porto,3429.86
12022,3,485000,98.35,Porto,4931.37
12081,3,481280,135.36,Aveiro,3555.56
13384,2,320000,91.0,Viana do Castelo,3516.48
14407,4,1297010,154.0,Lisboa,8422.14
4381,3,356000,116.0,Porto,3068.97
13040,3,350000,118.0,Lisboa,2966.1
8806,1,269000,57.0,Porto,4719.3
15494,3,179990,110.6,Braga,1627.4
7857,1,130000,80.0,Braga,1625.0
15332,2,325000,74.8,Faro,4344.92
8245,3,365715,85.0,Setúbal,4302.53
291,2,197500,67.0,Setúbal,2947.76
3387,3,325000,122.3,Porto,2657.4
16005,1,152500,75.5,Porto,2019.87
12783,2,230000,74.11,Castelo Branco,3103.49
9063,2,535000,102.88,Lisboa,5200.23
889,2,550000,120.0,Lisboa,4583.33
1864,1,179000,47.0,Braga,3808.51
4482,2,295000,80.0,Braga,3687.5
12871,1,739000,88.82,Lisboa,8320.2
9300,4,690000,159.0,Lisboa,4339.62
1796,2,197500,71.3,Setúbal,2769.99
13020,4,142500,87.0,Lisboa,1637.93
1221,3,145000,78.0,Setúbal,1858.97
1930,2,165000,73.0,Viseu,2260.27
5761,3,550000,163.6,Faro,3361.86
14943,3,245000,94.8,Apartamento para comprar: Castelo Branco,2584.39
7271,3,345000,125.0,Setúbal,2760.0
5968,3,485000,187.0,Setúbal,2593.58
850,3,145000,117.6,Viana do Castelo,1232.99
12036,1,155000,41.0,Faro,3780.49
13627,2,217000,100.0,Porto,2170.0
7790,3,435000,136.0,Lisboa,3198.53
2607,3,185000,105.52,Setúbal,1753.22
5417,1,213500,83.0,Braga,2572.29
2759,2,225000,100.0,Coimbra,2250.0
477,3,1800000,135.0,Lisboa,13333.33
9173,3,340000,123.0,Setúbal,2764.23
4303,2,252500,83.4,Porto,3027.58
12348,1,249500,58.0,Viana do Castelo,4301.72
5494,1,290000,54.0,Lisboa,5370.37
12007,1,199950,87.0,Faro,2298.28
7156,1,530000,80.0,Faro,6625.0
16130,1,300000,61.6,Ilha da Madeira,4870.13
3434,2,310000,110.0,Porto,2818.18
53,1,135000,46.0,Faro,2934.78
12308,1,289900,37.5,Lisboa,7730.67
8625,2,650000,91.72,Faro,7086.79
5404,2,850000,98.0,Porto,8673.47
4345,2,185000,86.76,Braga,2132.32
807,2,270000,90.0,Lisboa,3000.0
9399,1,270000,55.0,Porto,4909.09
11511,1,825000,86.0,Lisboa,9593.02
99,3,445000,119.0,Aveiro,3739.5
5149,4,639800,196.0,Porto,3264.29
7288,2,463680,110.4,Porto,4200.0
11484,3,745000,90.0,Lisboa,8277.78
5050,2,199900,54.0,Lisboa,3701.85
9388,1,475000,71.96,Lisboa,6600.89
11320,3,425000,129.0,Porto,3294.57
13686,3,397500,108.35,Porto,3668.67
10346,2,295000,77.7,Aveiro,3796.65
5298,3,394000,140.0,Setúbal,2814.29
12181,2,580000,100.18,Lisboa,5789.58
5137,2,140000,61.5,Setúbal,2276.42
255,2,375000,106.0,Porto,3537.74
10927,2,355000,73.19,Aveiro,4850.39
13942,3,725000,132.0,Lisboa,5492.42
10663,3,800000,239.0,Lisboa,3347.28
1983,3,250000,90.0,Leiria,2777.78
13831,3,235000,105.4,Aveiro,2229.6
6486,1,577500,59.0,Lisboa,9788.14
3661,2,199000,66.0,Lisboa,3015.15
2380,1,160000,92.55,Lisboa,1728.8
3545,4,450000,177.2,Porto,2539.5
3222,3,365000,100.0,Setúbal,3650.0
9729,3,465000,127.4,Aveiro,3649.92
6856,4,895000,171.75,Lisboa,5211.06
1191,2,207000,73.0,Porto,2835.62
10513,2,340000,117.5,Porto,2893.62
4117,4,480000,149.3,Setúbal,3215.0
7819,2,306700,100.2,Porto,3060.88
13536,2,325000,75.0,Lisboa,4333.33
649,1,310000,80.0,Setúbal,3875.0
13932,3,803000,143.0,Ilha da Madeira,5615.38
13532,1,150000,55.0,Braga,2727.27
375,5,800000,270.0,Leiria,2962.96
13794,3,210000,149.0,Lisboa,1409.4
7557,2,255000,164.0,Viana do Castelo,1554.88
9018,3,599900,110.0,Lisboa,5453.64
3517,2,219000,78.0,Setúbal,2807.69
7742,5,459500,140.0,Porto,3282.14
15684,3,650000,150.0,Lisboa,4333.33
585,2,240000,116.0,Porto,2068.97
6268,0,212000,46.24,Porto,4584.78
2403,3,589000,149.0,Porto,3953.02
12953,3,190000,126.0,Viana do Castelo,1507.94
496,2,555000,78.53,Lisboa,7067.36
2075,2,230000,94.0,Porto,2446.81
14477,2,995000,140.0,Lisboa,7107.14
6567,3,775000,128.0,Porto,6054.69
4025,1,236000,44.0,Porto,5363.64
6357,1,230000,74.0,Porto,3108.11
4157,1,310000,88.1,Setúbal,3518.73
1725,1,199900,59.0,Porto,3388.14
15985,2,247050,71.0,Aveiro,3479.58
4149,3,935000,230.8,Setúbal,4051.13
15626,3,495000,131.7,Ilha da Madeira,3758.54
289,3,285000,127.0,Porto,2244.09
537,4,1507200,182.0,Lisboa,8281.32
6857,3,278000,129.0,Braga,2155.04
12706,3,456750,127.0,Porto,3596.46
1442,2,368835,78.23,Porto,4714.75
11806,2,777000,98.0,Lisboa,7928.57
13826,3,335000,142.45,Aveiro,2351.7
8399,4,350000,175.0,Porto,2000.0
4440,1,279000,67.0,Faro,4164.18
11336,1,230000,52.7,Porto,4364.33
15834,1,210000,65.0,Faro,3230.77
15245,0,185000,32.0,Aveiro,5781.25
14261,3,960000,478.0,Aveiro,2008.37
13356,4,515000,125.16,Lisboa,4114.73
6234,1,165000,70.0,Porto,2357.14
12971,2,120000,78.0,Santarém,1538.46
5951,2,164000,96.0,Porto,1708.33
15191,3,199000,96.6,Setúbal,2060.04
2297,2,599000,78.0,Lisboa,7679.49
7266,2,515000,116.0,Porto,4439.66
7,3,207000,84.0,Setúbal,2464.29
12141,3,740000,149.0,Porto,4966.44
12235,3,180000,117.8,Coimbra,1528.01
6447,4,3950000,245.0,Lisboa,16122.45
9246,2,285600,103.4,Porto,2762.09
12260,4,1435000,183.51,Lisboa,7819.74
5993,3,275000,198.3,Leiria,1386.79
11339,3,169900,108.0,Aveiro,1573.15
1178,3,397500,108.35,Porto,3668.67
7688,2,260000,78.0,Braga,3333.33
10870,2,463680,110.4,Porto,4200.0
6463,2,299900,51.0,Lisboa,5880.39
15725,2,185000,67.2,Setúbal,2752.98
12934,2,224000,94.0,Braga,2382.98
3820,4,1132000,153.9,Lisboa,7355.43
14796,1,173250,60.9,Porto,2844.83
10364,2,425000,114.3,Ilha da Madeira,3718.29
2582,2,295000,85.0,Lisboa,3470.59
3345,3,320000,116.65,Porto,2743.25
13067,5,990000,269.0,Porto,3680.3
13466,1,310000,82.0,Faro,3780.49
12399,3,325000,125.0,Braga,2600.0
13460,1,156000,58.8,Lisboa,2653.06
7392,2,239500,74.0,Leiria,3236.49
5861,3,322500,126.4,Aveiro,2551.42
4796,2,585000,94.0,Faro,6223.4
3658,4,555000,102.0,Lisboa,5441.18
11967,1,178000,53.0,Aveiro,3358.49
14847,3,340000,135.0,Setúbal,2518.52
11016,4,1480000,233.0,Lisboa,6351.93
1203,3,435000,113.7,Faro,3825.86
12700,3,382000,101.0,Porto,3782.18
11409,2,405000,89.47,Porto,4526.66
14326,0,120000,45.0,Setúbal,2666.67
1600,3,220000,142.0,Porto,1549.3
7349,2,290900,82.8,Porto,3513.29
339,3,375000,138.0,Porto,2717.39
15415,3,265000,66.0,Porto,4015.15
13391,2,375000,89.0,Ilha da Madeira,4213.48
13316,2,685000,85.1,Lisboa,8049.35
