,Index,Type,Price,Area,Location,Price_m2
2332,2472,T3,570000,121.0,Lisboa,4710.74
2333,2473,T1,208000,66.0,Coimbra,3151.52
2334,2474,T3,1150000,151.0,Lisboa,7615.89
2335,2475,T2,815000,112.0,Lisboa,7276.79
2336,2476,T4,1490000,192.0,Lisboa,7760.42
2337,2477,T3,1200000,142.0,Lisboa,8450.7
2338,2478,T4,1420000,192.0,Lisboa,7395.83
2339,2479,T4,1150000,142.0,Lisboa,8098.59
2340,2480,T2,785000,103.0,Lisboa,7621.36
2341,2481,T3,1170000,142.0,Lisboa,8239.44
2342,2482,T2,795000,103.0,Lisboa,7718.45
2343,2483,T3,1200000,151.0,Lisboa,7947.02
2344,2484,T2,850000,123.0,Lisboa,6910.57
2345,2485,T4,1420000,200.0,Lisboa,7100.0
2346,2486,T2,790000,103.0,Lisboa,7669.9
2347,2487,T2,810000,112.0,Lisboa,7232.14
2348,2488,T1,320000,57.0,Porto,5614.04
2349,2489,T2,179000,88.0,Lisboa,2034.09
2350,2490,T1,179990,46.0,Braga,3912.83
2351,2491,T2,220000,91.0,Porto,2417.58
2352,2492,T2,225000,97.0,Porto,2319.59
2353,2493,T3,155000,115.46,Lisboa,1342.46
2354,2494,T3,650000,128.0,Faro,5078.12
2355,2495,T2,315000,54.25,Porto,5806.45
2356,2496,T2,142500,66.0,Setúbal,2159.09
2357,2497,T4,550000,185.0,Porto,2972.97
2358,2498,T2,419000,94.0,Lisboa,4457.45
2359,2499,T4,432000,178.0,Braga,2426.97
2360,2500,T1,275000,103.5,Faro,2657.0
2361,2501,T2,279000,101.0,Aveiro,2762.38
2362,2502,T3,740000,119.28,Porto,6203.89
2363,2503,T3,371000,120.0,Porto,3091.67
2364,2504,T3,199000,75.0,Setúbal,2653.33
2365,2505,T2,237000,98.2,Porto,2413.44
2366,2506,T3,588300,148.81,Faro,3953.36
2367,2507,T4,489000,201.0,Braga,2432.84
2368,2508,T3,280000,128.0,Lisboa,2187.5
2369,2509,T3,269000,95.0,Lisboa,2831.58
2370,2510,T3,530000,157.0,Ilha da Madeira,3375.8
2371,2511,T3,349000,95.0,Lisboa,3673.68
2372,2512,T3,199000,74.07,Lisboa,2686.65
2373,2513,T1,339500,50.0,Lisboa,6790.0
2374,2514,T3,225000,116.0,Coimbra,1939.66
2375,2515,T3,358000,88.0,Lisboa,4068.18
2376,2516,T4,423000,103.0,Lisboa,4106.8
2377,2517,T3,385000,196.0,Aveiro,1964.29
2378,2518,T2,325000,95.0,Aveiro,3421.05
2379,2519,T4,535000,208.0,Porto,2572.12
2380,2520,T1,160000,92.55,Lisboa,1728.8
2381,2521,T3,175000,130.0,Porto,1346.15
2382,2522,T2,500000,128.0,Faro,3906.25
2383,2523,T3,240000,146.0,Braga,1643.84
2384,2524,T3,370000,138.6,Faro,2669.55
2385,2525,T2,245000,82.0,Faro,2987.8
2386,2526,T2,225000,100.0,Coimbra,2250.0
2387,2527,T3,370000,121.8,Faro,3037.77
2388,2528,T2,260000,82.0,Faro,3170.73
2389,2529,T1,265000,67.8,Faro,3908.55
2390,2530,T3,350000,131.5,Faro,2661.6
2391,2531,T2,270000,93.6,Faro,2884.62
2392,2532,T1,169000,71.0,Porto,2380.28
2393,2533,T4,1200000,254.0,Braga,4724.41
2394,2535,T3,180000,106.0,Aveiro,1698.11
2395,2536,T4,930000,176.0,Setúbal,5284.09
2396,2537,T2,228000,142.31,Leiria,1602.14
2397,2539,T2,530000,117.0,Lisboa,4529.91
2398,2540,T4,220000,120.0,Leiria,1833.33
2399,2542,T4,229000,98.0,Porto,2336.73
2400,2543,T3,299000,62.0,Setúbal,4822.58
2401,2544,T3,950000,129.0,Porto,7364.34
2402,2545,T3,376000,115.0,Porto,3269.57
2403,2546,T3,589000,149.0,Porto,3953.02
2404,2547,T3,159000,120.0,Leiria,1325.0
2405,2548,T2,170000,104.0,Porto,1634.62
2406,2549,T2,595000,100.0,Porto,5950.0
2407,2550,T3,280000,103.0,Porto,2718.45
2408,2551,T1,219000,68.0,Porto,3220.59
2409,2553,T4,390000,93.0,Ilha de São Miguel,4193.55
2410,2554,T2,250000,94.0,Porto,2659.57
2411,2555,T1,165000,83.0,Porto,1987.95
2412,2556,T1,215000,79.0,Porto,2721.52
2413,2557,T2,240000,82.0,Porto,2926.83
2414,2558,T2,250000,84.0,Porto,2976.19
2415,2559,T2,230000,82.0,Porto,2804.88
2416,2562,T2,239000,134.35,Leiria,1778.94
2417,2563,T2,307900,96.0,Porto,3207.29
2418,2564,T2,287900,89.0,Porto,3234.83
2419,2565,T2,214000,122.55,Leiria,1746.23
2420,2566,T2,214000,127.0,Leiria,1685.04
2421,2567,T2,368369,80.0,Porto,4604.61
2422,2568,T3,507688,109.0,Porto,4657.69
2423,2569,T2,310900,96.0,Porto,3238.54
2424,2570,T2,340000,72.0,Setúbal,4722.22
2425,2571,T1,195000,56.0,Aveiro,3482.14
2426,2572,T2,244000,87.0,Setúbal,2804.6
2427,2574,T2,646000,115.0,Porto,5617.39
2428,2575,T2,199000,106.0,Leiria,1877.36
2429,2577,T2,271465,79.15,Porto,3429.75
2430,2578,T2,199000,102.0,Leiria,1950.98
2431,2579,T2,319000,90.5,Porto,3524.86
2432,2580,T3,325000,102.0,Lisboa,3186.27
2433,2581,T3,310000,99.0,Faro,3131.31
2434,2582,T3,345000,139.2,Porto,2478.45
2435,2583,T3,480000,131.25,Faro,3657.14
2436,2584,T3,370000,142.0,Porto,2605.63
2437,2585,T1,398000,66.0,Lisboa,6030.3
2438,2586,T2,204900,84.2,Porto,2433.49
2439,2587,T2,289000,85.0,Porto,3400.0
2440,2588,T2,385000,105.1,Lisboa,3663.18
2441,2589,T1,152500,60.0,Porto,2541.67
2442,2590,T3,199000,120.0,Porto,1658.33
2443,2591,T3,535000,139.0,Lisboa,3848.92
2444,2592,T3,698000,117.0,Lisboa,5965.81
2445,2593,T1,385000,51.0,Lisboa,7549.02
2446,2594,T2,152000,86.5,Aveiro,1757.23
2447,2595,T2,299000,67.5,Faro,4429.63
2448,2596,T2,290000,128.0,Lisboa,2265.62
2449,2597,T1,300000,58.18,Porto,5156.41
2450,2598,T2,155000,45.0,Braga,3444.44
2451,2599,T3,460000,98.36,Faro,4676.7
2452,2600,T1,120000,37.43,Lisboa,3205.98
2453,2602,T1,230000,38.25,Faro,6013.07
2454,2604,T2,298000,62.0,Lisboa,4806.45
2455,2605,T3,425000,139.2,Lisboa,3053.16
2456,2606,T3,490000,78.0,Faro,6282.05
2457,2607,T2,225000,78.3,Porto,2873.56
2458,2608,T2,139500,46.0,Setúbal,3032.61
2459,2611,T3,335000,116.85,Faro,2866.92
2460,2612,T2,285000,102.6,Faro,2777.78
2461,2613,T3,250000,82.0,Setúbal,3048.78
2462,2614,T2,159900,70.2,Porto,2277.78
2463,2615,T4,495000,162.95,Porto,3037.74
2464,2616,T2,160000,63.0,Setúbal,2539.68
2465,2617,T2,350000,78.0,Faro,4487.18
2466,2618,T2,169500,105.0,Braga,1614.29
2467,2619,T2,419000,76.0,Porto,5513.16
2468,2620,T1,299000,49.0,Porto,6102.04
2469,2621,T1,179900,61.0,Lisboa,2949.18
2470,2622,T3,275000,130.0,Leiria,2115.38
2471,2623,T3,353000,136.0,Aveiro,2595.59
2472,2624,T1,180000,47.8,Porto,3765.69
2473,2625,T3,332000,127.0,Aveiro,2614.17
2474,2626,T3,810000,114.0,Lisboa,7105.26
2475,2627,T3,298000,105.52,Porto,2824.11
2476,2628,T3,210000,102.0,Lisboa,2058.82
2477,2629,T4,1300000,148.0,Porto,8783.78
2478,2630,T1,508250,58.57,Porto,8677.65
2479,2631,T3,1100000,165.0,Lisboa,6666.67
2480,2632,T3,336000,130.0,Lisboa,2584.62
2481,2634,T4,799000,140.0,Lisboa,5707.14
2482,2635,T2,169900,75.0,Setúbal,2265.33
2483,2636,T3,322000,127.0,Aveiro,2535.43
2484,2637,T1,370000,55.0,Lisboa,6727.27
2485,2638,T1,245000,58.0,Setúbal,4224.14
2486,2639,T1,197500,60.0,Porto,3291.67
2487,2640,T2,220000,89.0,Porto,2471.91
2488,2642,T4,1340000,238.0,Porto,5630.25
2489,2643,T0,120000,37.18,Castelo Branco,3227.54
2490,2644,T5,799000,277.0,Setúbal,2884.48
2491,2645,T2,630000,101.0,Porto,6237.62
2492,2646,T1,155000,49.38,Porto,3138.92
2493,2647,T2,399000,77.36,Lisboa,5157.7
2494,2648,T2,249000,98.15,Faro,2536.93
2495,2649,T3,598000,127.32,Porto,4696.83
2496,2650,T3,199000,100.0,Lisboa,1990.0
2497,2651,T3,1475000,140.0,Porto,10535.71
2498,2652,T3,251900,79.1,Porto,3184.58
2499,2653,T2,250305,70.8,Porto,3535.38
2500,2654,T2,390000,90.9,Faro,4290.43
2501,2655,T1,280000,48.0,Porto,5833.33
2502,2656,T3,695000,137.0,Porto,5072.99
2503,2657,T4,900000,159.0,Porto,5660.38
2504,2658,T2,515000,116.0,Porto,4439.66
2505,2661,T2,370000,110.0,Porto,3363.64
2506,2662,T2,195000,62.6,Porto,3115.02
2507,2663,T2,140000,89.0,Porto,1573.03
2508,2664,T4,825000,145.0,Porto,5689.66
2509,2665,T4,759000,108.0,Lisboa,7027.78
2510,2666,T2,460000,89.0,Porto,5168.54
2511,2667,T3,640000,136.0,Porto,4705.88
2512,2668,T3,600000,105.0,Lisboa,5714.29
2513,2685,T3,335000,97.0,Faro,3453.61
2514,2686,T2,285000,77.0,Faro,3701.3
2515,2687,T2,285000,82.0,Faro,3475.61
2516,2688,T3,470000,125.0,Faro,3760.0
2517,2689,T3,414500,120.0,Faro,3454.17
2518,2690,T4,249000,155.0,Lisboa,1606.45
2519,2691,T2,188500,96.0,Porto,1963.54
2520,2692,T1,300000,58.18,Porto,5156.41
2521,2693,T3,530000,134.0,Aveiro,3955.22
2522,2694,T5,799000,277.0,Setúbal,2884.48
2523,2695,T1,339500,50.0,Lisboa,6790.0
2524,2696,T4,325000,110.0,Lisboa,2954.55
2525,2697,T3,595000,185.0,Porto,3216.22
2526,2698,T2,279900,76.0,Porto,3682.89
2527,2699,T3,275000,135.0,Leiria,2037.04
2528,2700,T3,352500,171.0,Leiria,2061.4
2529,2701,T1,165000,63.0,Leiria,2619.05
2530,2702,T2,275000,69.0,Setúbal,3985.51
2531,2703,T2,292000,69.0,Setúbal,4231.88
2532,2704,T2,290000,69.0,Setúbal,4202.9
2533,2705,T2,350000,82.0,Lisboa,4268.29
2534,2706,T2,319500,92.0,Lisboa,3472.83
2535,2708,T3,180000,102.0,Porto,1764.71
2536,2709,T0,295000,35.0,Lisboa,8428.57
2537,2710,T2,210000,91.0,Santarém,2307.69
2538,2711,T3,1695000,164.0,Lisboa,10335.37
2539,2713,T4,1400000,164.0,Porto,8536.59
2540,2714,T2,168000,111.0,Coimbra,1513.51
2541,2715,T4,289000,160.0,Braga,1806.25
2542,2716,T4,820000,159.0,Porto,5157.23
2543,2717,T3,630000,137.0,Porto,4598.54
2544,2718,T2,225000,125.0,Porto,1800.0
2545,2719,T4,990000,289.0,Porto,3425.61
2546,2720,T2,140000,82.0,Coimbra,1707.32
2547,2721,T4,340000,199.0,Setúbal,1708.54
2548,2722,T3,160000,90.0,Braga,1777.78
2549,2724,T1,149000,66.0,Porto,2257.58
2550,2725,T2,98500,80.0,Coimbra,1231.25
2551,2726,T2,248000,98.0,Braga,2530.61
2552,2727,T2,189500,58.0,Lisboa,3267.24
2553,2728,T2,460000,89.0,Porto,5168.54
2554,2729,T2,189000,108.0,Porto,1750.0
2555,2730,T2,420000,91.0,Faro,4615.38
2556,2731,T3,280000,140.0,Braga,2000.0
2557,2732,T2,449000,131.0,Porto,3427.48
2558,2733,T2,260000,100.0,Porto,2600.0
2559,2734,T3,350000,133.0,Aveiro,2631.58
2560,2735,T3,360000,120.0,Aveiro,3000.0
2561,2736,T4,289000,160.0,Braga,1806.25
2562,2737,T2,259000,87.0,Porto,2977.01
2563,2738,T2,139900,61.75,Braga,2265.59
2564,2739,T2,450000,114.0,Porto,3947.37
2565,2740,T3,660000,145.0,Porto,4551.72
2566,2741,T2,440000,122.0,Porto,3606.56
2567,2742,T3,640000,155.0,Porto,4129.03
2568,2743,T2,460000,114.0,Porto,4035.09
2569,2744,T3,275000,94.0,Porto,2925.53
2570,2745,T1,203000,60.1,Porto,3377.7
2571,2746,T1,350000,41.8,Faro,8373.21
2572,2747,T2,299000,113.0,Lisboa,2646.02
2573,2748,T3,485000,99.0,Porto,4898.99
2574,2749,T3,465000,99.0,Porto,4696.97
2575,2750,T3,220000,101.0,Braga,2178.22
2576,2751,T2,370000,96.9,Porto,3818.37
2577,2752,T2,275000,84.0,Lisboa,3273.81
2578,2753,T3,440000,144.0,Lisboa,3055.56
2579,2754,T2,285000,85.0,Lisboa,3352.94
2580,2755,T3,455000,144.0,Lisboa,3159.72
2581,2756,T2,305000,85.0,Lisboa,3588.24
2582,2757,T2,295000,85.0,Lisboa,3470.59
2583,2758,T3,479990,140.0,Lisboa,3428.5
2584,2759,T2,225000,83.0,Porto,2710.84
2585,2760,T3,180000,109.0,Aveiro,1651.38
2586,2761,T2,175000,112.0,Porto,1562.5
2587,2762,T4,395000,160.0,Porto,2468.75
2588,2763,T2,400680,95.0,Porto,4217.68
2589,2766,T2,250000,65.0,Porto,3846.15
2590,2767,T3,350000,97.0,Porto,3608.25
2591,2768,T2,990000,257.0,Porto,3852.14
2592,2769,T3,225000,101.0,Braga,2227.72
2593,2770,T3,395000,127.0,Braga,3110.24
2594,2771,T1,165000,41.0,Ilha da Madeira,4024.39
2595,2772,T5,690000,230.0,Porto,3000.0
2596,2774,T4,395000,160.0,Porto,2468.75
2597,2776,T2,239000,67.5,Lisboa,3540.74
2598,2777,T3,385000,131.0,Lisboa,2938.93
2599,2779,T2,167500,87.0,Porto,1925.29
2600,2780,T4,770000,168.0,Lisboa,4583.33
2601,2781,T1,197500,47.0,Porto,4202.13
2602,2782,T2,179000,75.0,Lisboa,2386.67
2603,2783,T3,429500,145.0,Setúbal,2962.07
2604,2784,T2,139999,60.0,Setúbal,2333.32
2605,2785,T2,196000,73.4,Setúbal,2670.3
2606,2786,T4,319000,138.0,Porto,2311.59
2607,2787,T3,185000,105.52,Setúbal,1753.22
2608,2788,T2,440000,94.5,Porto,4656.08
2609,2789,T5,670000,160.0,Lisboa,4187.5
2610,2790,T3,221000,105.0,Faro,2104.76
2611,2791,T2,259900,125.0,Braga,2079.2
2612,2792,T3,420000,113.0,Faro,3716.81
2613,2793,T3,480000,158.0,Porto,3037.97
2614,2794,T2,360000,91.0,Faro,3956.04
2615,2795,T3,395000,126.72,Faro,3117.11
2616,2796,T2,285000,65.0,Lisboa,4384.62
2617,2797,T1,295000,65.0,Braga,4538.46
2618,2798,T3,145000,120.0,Braga,1208.33
2619,2799,T3,259990,127.0,Porto,2047.17
2620,2800,T2,245000,77.5,Lisboa,3161.29
2621,2801,T3,315000,140.0,Braga,2250.0
2622,2802,T3,299250,140.0,Braga,2137.5
2623,2803,T3,367500,140.0,Braga,2625.0
2624,2804,T3,294000,140.0,Braga,2100.0
2625,2805,T3,351750,128.0,Braga,2748.05
2626,2806,T3,304500,128.0,Braga,2378.91
2627,2807,T3,299250,128.0,Braga,2337.89
2628,2808,T3,275000,133.0,Braga,2067.67
2629,2809,T3,750000,151.0,Porto,4966.89
2630,2810,T2,195000,76.0,Porto,2565.79
2631,2811,T4,580000,141.0,Porto,4113.48
2632,2812,T4,890000,232.0,Porto,3836.21
2633,2813,T2,425000,79.0,Porto,5379.75
2634,2814,T4,900000,168.0,Porto,5357.14
2635,2815,T2,425000,87.0,Porto,4885.06
2636,2816,T3,495000,123.0,Porto,4024.39
2637,2817,T2,460000,87.0,Porto,5287.36
2638,2818,T2,164900,63.3,Setúbal,2605.06
2639,2819,T3,160000,77.0,Setúbal,2077.92
2640,2820,T1,179500,66.5,Setúbal,2699.25
2641,2821,T1,135000,45.0,Porto,3000.0
2642,2822,T3,545000,128.7,Porto,4234.65
2643,2823,T3,613949,120.0,Porto,5116.24
2644,2824,T4,685000,188.0,Porto,3643.62
2645,2825,T1,120000,47.0,Porto,2553.19
2646,2826,T1,120000,46.0,Porto,2608.7
2647,2827,T1,120000,45.0,Porto,2666.67
2648,2828,T2,187500,89.0,Porto,2106.74
2649,2829,T2,182500,89.0,Porto,2050.56
2650,2830,T2,185000,89.0,Porto,2078.65
2651,2831,T1,125000,45.0,Porto,2777.78
2652,2832,T3,690692,144.0,Porto,4796.47
2653,2833,T3,507688,109.0,Porto,4657.69
2654,2834,T3,570264,117.0,Porto,4874.05
2655,2835,T3,590335,120.0,Porto,4919.46
2656,2836,T3,662356,130.0,Porto,5095.05
2657,2837,T3,595058,121.0,Porto,4917.83
2658,2838,T2,368369,80.0,Porto,4604.61
2659,2839,T2,408512,90.0,Porto,4539.02
2660,2840,T3,689512,144.0,Porto,4788.28
2661,2841,T3,347500,133.0,Porto,2612.78
2662,2842,T3,499000,124.0,Lisboa,4024.19
2663,2843,T1,550000,82.0,Lisboa,6707.32
2664,2844,T3,359000,164.0,Porto,2189.02
2665,2845,T2,130000,85.0,Coimbra,1529.41
2666,2846,T2,170000,82.0,Coimbra,2073.17
2667,2847,T2,2200000,155.0,Lisboa,14193.55
2668,2848,T3,1790000,186.35,Lisboa,9605.58
2669,2849,T3,495000,111.0,Lisboa,4459.46
2670,2850,T2,186500,72.0,Faro,2590.28
2671,2851,T3,399900,81.0,Lisboa,4937.04
2672,2852,T3,140000,116.0,Coimbra,1206.9
2673,2853,T4,450000,177.0,Lisboa,2542.37
2674,2854,T1,120000,66.0,Coimbra,1818.18
2675,2855,T3,535000,83.0,Lisboa,6445.78
2676,2856,T2,119000,83.0,Coimbra,1433.73
2677,2857,T4,360000,74.0,Lisboa,4864.86
2678,2858,T1,120000,66.0,Coimbra,1818.18
2679,2859,T3,280000,147.0,Setúbal,1904.76
2680,2860,T3,260000,96.0,Setúbal,2708.33
2681,2861,T3,159000,120.0,Coimbra,1325.0
2682,2862,T3,239900,101.0,Braga,2375.25
2683,2863,T4,1290000,196.0,Lisboa,6581.63
2684,2864,T3,295000,100.8,Lisboa,2926.59
2685,2865,T3,260000,129.0,Setúbal,2015.5
2686,2866,T3,632839,130.0,Porto,4867.99
2687,2867,T0,167500,40.0,Porto,4187.5
2688,2868,T2,159900,95.0,Braga,1683.16
2689,2869,T2,521856,109.0,Porto,4787.67
2690,2870,T2,312000,78.47,Porto,3976.04
2691,2871,T3,320000,117.27,Coimbra,2728.75
2692,2872,T3,327500,80.0,Setúbal,4093.75
2693,2873,T3,229900,123.0,Porto,1869.11
2694,2874,T1,305000,102.0,Porto,2990.2
2695,2875,T2,149000,65.0,Setúbal,2292.31
2696,2876,T2,302500,68.0,Setúbal,4448.53
2697,2877,T2,290000,99.4,Faro,2917.51
2698,2878,T3,596000,90.0,Lisboa,6622.22
2699,2879,T3,235000,138.16,Setúbal,1700.93
2700,2880,T2,195000,77.0,Lisboa,2532.47
2701,2881,T1,137500,49.0,Lisboa,2806.12
2702,2882,T2,297500,68.0,Setúbal,4375.0
2703,2883,T2,230000,119.0,Porto,1932.77
2704,2884,T2,212500,105.0,Lisboa,2023.81
2705,2885,T4,620000,167.29,Porto,3706.14
2706,2886,T2,294000,92.66,Porto,3172.89
2707,2887,T1,285000,67.9,Faro,4197.35
2708,2888,T3,135000,96.0,Coimbra,1406.25
2709,2889,T1,155000,46.0,Faro,3369.57
2710,2890,T3,275000,120.0,Coimbra,2291.67
2711,2891,T1,185000,44.0,Aveiro,4204.55
2712,2892,T3,690000,129.4,Aveiro,5332.3
2713,2893,T4,1155000,258.0,Aveiro,4476.74
2714,2894,T2,950000,118.72,Lisboa,8002.02
2715,2895,T1,280000,95.0,Faro,2947.37
2716,2896,T3,510000,139.0,Lisboa,3669.06
2717,2897,T1,333000,69.1,Lisboa,4819.1
2718,2898,T2,435000,112.8,Lisboa,3856.38
2719,2899,T4,451000,186.9,Porto,2413.06
2720,2900,T2,120000,84.0,Coimbra,1428.57
2721,2901,T4,199000,126.0,Leiria,1579.37
2722,2902,T3,710000,164.0,Lisboa,4329.27
2723,2903,T3,196000,80.0,Braga,2450.0
2724,2904,T3,820000,182.59,Porto,4490.94
2725,2905,T1,215000,83.5,Coimbra,2574.85
2726,2906,T1,195000,56.0,Aveiro,3482.14
2727,2907,T2,148000,80.0,Porto,1850.0
2728,2908,T2,312000,81.95,Porto,3807.2
2729,2912,T2,463680,110.0,Porto,4215.27
2730,2913,T3,360000,120.84,Setúbal,2979.15
2731,2914,T1,322560,77.0,Porto,4189.09
2732,2915,T2,172500,74.0,Lisboa,2331.08
2733,2916,T1,195000,72.0,Porto,2708.33
2734,2917,T3,350000,99.0,Porto,3535.35
2735,2918,T4,252500,130.0,Santarém,1942.31
2736,2919,T2,265000,59.0,Leiria,4491.53
2737,2920,T3,875490,179.0,Porto,4891.01
2738,2921,T3,150000,112.0,Coimbra,1339.29
2739,2922,T2,195000,49.0,Porto,3979.59
2740,2923,T2,189000,70.0,Lisboa,2700.0
2741,2924,T2,305000,102.0,Porto,2990.2
2742,2925,T1,350000,56.0,Porto,6250.0
2743,2926,T2,189000,111.0,Porto,1702.7
2744,2927,T4,490000,162.0,Porto,3024.69
2745,2928,T1,205000,72.0,Setúbal,2847.22
2746,2929,T3,520000,139.0,Lisboa,3741.01
2747,2930,T2,360000,93.8,Lisboa,3837.95
2748,2931,T2,250000,70.0,Faro,3571.43
2749,2932,T3,950000,138.0,Lisboa,6884.06
2750,2934,T2,495000,115.0,Porto,4304.35
2751,2935,T4,1600000,302.0,Porto,5298.01
2752,2936,T3,1350000,154.0,Porto,8766.23
2753,2937,T2,215000,75.0,Lisboa,2866.67
2754,2938,T3,335000,113.33,Aveiro,2955.97
2755,2939,T3,225000,141.0,Aveiro,1595.74
2756,2940,T3,400000,220.0,Santarém,1818.18
2757,2941,T1,160000,51.5,Coimbra,3106.8
2758,2943,T2,349900,95.9,Porto,3648.59
2759,2944,T2,225000,100.0,Coimbra,2250.0
2760,2945,T2,189000,70.0,Lisboa,2700.0
2761,2946,T2,235000,69.0,Lisboa,3405.8
2762,2948,T4,457000,201.0,Faro,2273.63
2763,2949,T3,670000,76.0,Lisboa,8815.79
2764,2950,T1,475000,59.5,Lisboa,7983.19
2765,2951,T2,219000,83.0,Porto,2638.55
2766,2952,T3,289000,146.0,Aveiro,1979.45
2767,2953,T3,450000,168.0,Porto,2678.57
2768,2954,T3,131250,62.0,Setúbal,2116.94
2769,2955,T3,285000,131.0,Porto,2175.57
2770,2956,T2,365000,110.0,Porto,3318.18
2771,2957,T0,189500,30.0,Porto,6316.67
2772,2958,T2,475000,60.0,Lisboa,7916.67
2773,2959,T4,289000,172.0,Porto,1680.23
2774,2960,T3,160000,81.5,Santarém,1963.19
2775,2961,T1,245000,60.0,Lisboa,4083.33
2776,2962,T3,199000,97.0,Porto,2051.55
2777,2963,T4,395000,133.32,Setúbal,2962.8
2778,2964,T4,372000,121.93,Setúbal,3050.93
2779,2965,T4,705000,171.0,Porto,4122.81
2780,2966,T1,230000,75.0,Porto,3066.67
2781,2967,T2,349000,75.0,Lisboa,4653.33
2782,2968,T2,205000,114.0,Leiria,1798.25
2783,2969,T3,225000,120.0,Leiria,1875.0
2784,2970,T3,225000,126.0,Leiria,1785.71
2785,2971,T3,215000,126.0,Leiria,1706.35
2786,2972,T3,215000,125.0,Leiria,1720.0
2787,2973,T3,205000,115.0,Leiria,1782.61
2788,2974,T5,450000,245.0,Porto,1836.73
2789,2975,T3,365000,141.0,Porto,2588.65
2790,2976,T3,312500,102.0,Setúbal,3063.73
2791,2977,T3,312500,102.0,Setúbal,3063.73
2792,2978,T2,275000,128.5,Coimbra,2140.08
2793,2979,T3,320000,110.0,Setúbal,2909.09
2794,2980,T4,459000,193.0,Porto,2378.24
2795,2981,T3,435000,192.0,Ilha de São Miguel,2265.62
2796,2982,T2,315000,50.0,Lisboa,6300.0
2797,2983,T1,250000,50.0,Lisboa,5000.0
2798,2984,T2,280000,50.0,Lisboa,5600.0
2799,2985,T1,280000,50.0,Lisboa,5600.0
2800,2986,T2,299000,50.0,Lisboa,5980.0
2801,2987,T2,189000,108.0,Porto,1750.0
2802,2988,T3,180000,105.0,Coimbra,1714.29
2803,2989,T3,1050000,130.0,Lisboa,8076.92
2804,2990,T3,210000,109.0,Porto,1926.61
2805,2991,T4,390000,165.0,Porto,2363.64
2806,2992,T2,250000,52.0,Leiria,4807.69
2807,2993,T1,179000,56.5,Porto,3168.14
2808,2994,T2,225000,60.75,Leiria,3703.7
2809,2995,T2,225000,84.6,Porto,2659.57
2810,2996,T3,158000,108.0,Leiria,1462.96
2811,2997,T3,295000,140.0,Leiria,2107.14
2812,2998,T3,365000,164.0,Leiria,2225.61
2813,2999,T3,290000,140.0,Leiria,2071.43
2814,3000,T3,255000,110.0,Porto,2318.18
2815,3001,T2,185000,84.0,Coimbra,2202.38
2816,3002,T2,160000,85.0,Coimbra,1882.35
2817,3003,T4,347000,114.0,Lisboa,3043.86
2818,3004,T6,590000,127.0,Lisboa,4645.67
2819,3005,T3,320000,165.0,Porto,1939.39
2820,3006,T2,350000,101.0,Porto,3465.35
2821,3007,T3,350000,90.0,Lisboa,3888.89
2822,3008,T2,280000,79.75,Faro,3510.97
2823,3009,T1,215000,52.0,Porto,4134.62
2824,3010,T2,365000,90.3,Faro,4042.08
2825,3011,T2,495000,104.0,Lisboa,4759.62
2826,3012,T3,235000,135.0,Aveiro,1740.74
2827,3013,T3,374000,124.0,Lisboa,3016.13
2828,3014,T2,160000,105.15,Leiria,1521.64
2829,3015,T4,325000,128.0,Lisboa,2539.06
2830,3016,T2,167500,94.0,Porto,1781.91
2831,3017,T3,229900,123.0,Porto,1869.11
2832,3018,T0,215000,40.0,Faro,5375.0
2833,3019,T2,245000,80.0,Lisboa,3062.5
2834,3020,T4,150000,148.0,Viana do Castelo,1013.51
2835,3021,T3,196000,71.0,Setúbal,2760.56
2836,3022,T7,1500000,292.0,Lisboa,5136.99
2837,3023,T1,199000,52.0,Braga,3826.92
2838,3024,T3,420000,128.0,Braga,3281.25
2839,3025,T1,180000,82.0,Porto,2195.12
2840,3026,T2,295000,98.0,Braga,3010.2
2841,3027,T3,169000,103.0,Aveiro,1640.78
2842,3028,T2,280000,121.0,Porto,2314.05
2843,3029,T3,550000,84.87,Lisboa,6480.5
2844,3030,T3,398500,87.0,Lisboa,4580.46
2845,3031,T2,270000,66.0,Porto,4090.91
2846,3032,T2,299000,73.0,Porto,4095.89
2847,3033,T1,149000,52.0,Faro,2865.38
2848,3034,T3,1250000,118.0,Lisboa,10593.22
2849,3035,T0,228000,30.0,Faro,7600.0
2850,3036,T3,295000,81.0,Setúbal,3641.98
2851,3037,T3,355000,114.0,Porto,3114.04
2852,3038,T2,249000,123.0,Braga,2024.39
2853,3039,T3,299000,128.0,Faro,2335.94
2854,3040,T3,297000,112.0,Porto,2651.79
2855,3041,T3,287000,116.0,Porto,2474.14
2856,3043,T3,198000,97.0,Porto,2041.24
2857,3044,T3,139900,132.0,Coimbra,1059.85
2858,3045,T2,159900,105.3,Leiria,1518.52
2859,3046,T1,210000,55.03,Aveiro,3816.1
2860,3047,T3,320000,131.2,Porto,2439.02
2861,3048,T3,278000,96.0,Porto,2895.83
2862,3049,T3,180000,77.0,Porto,2337.66
2863,3050,T3,119000,85.0,Coimbra,1400.0
2864,3051,T3,319500,144.9,Porto,2204.97
2865,3052,T3,219000,107.0,Viana do Castelo,2046.73
2866,3053,T1,245000,58.0,Setúbal,4224.14
2867,3054,T2,347000,88.0,Setúbal,3943.18
2868,3055,T2,355000,96.0,Setúbal,3697.92
